date,rooms_available,rooms_occupied,occupancy_rate,adr,revpar,room_revenue,bookings_made,cancellations
2025-06-19,74,59,0.7973,296.75,236.6,17508.25,33,6
2025-06-20,74,74,1.0,315.58,315.58,23352.92,40,7
2025-06-21,74,74,1.0,323.3,323.3,23924.2,34,3
2025-06-22,74,73,0.9865,317.59,313.3,23184.07,24,2
2025-06-23,74,63,0.8514,310.9,264.69,19586.7,26,0
2025-06-24,74,56,0.7568,301.26,227.98,16870.56,35,4
2025-06-25,74,38,0.5135,296.11,152.06,11252.18,34,3
2025-06-26,74,43,0.5811,296.86,172.5,12764.98,32,2
2025-06-27,74,48,0.6486,323.27,209.69,15516.96,26,3
2025-06-28,74,56,0.7568,323.07,244.49,18091.92,33,2
2025-06-29,74,57,0.7703,310.55,239.21,17701.35,29,5
2025-06-30,74,43,0.5811,308.04,179.0,13245.72,29,5
2025-07-01,74,48,0.6486,302.18,196.01,14504.64,41,5
2025-07-02,74,46,0.6216,303.91,188.92,13979.86,31,5
2025-07-03,74,66,0.8919,303.52,270.71,20032.32,31,3
2025-07-04,74,74,1.0,326.75,326.75,24179.5,27,5
2025-07-05,74,74,1.0,331.8,331.8,24553.2,26,2
2025-07-06,74,74,1.0,320.84,320.84,23742.16,31,3
2025-07-07,74,74,1.0,311.37,311.37,23041.38,31,5
2025-07-08,74,61,0.8243,303.86,250.48,18535.46,24,1
2025-07-09,74,58,0.7838,302.21,236.87,17528.18,29,3
2025-07-10,74,56,0.7568,304.03,230.08,17025.68,36,3
2025-07-11,74,74,1.0,323.86,323.86,23965.64,38,5
2025-07-12,74,74,1.0,328.66,328.66,24320.84,30,3
2025-07-13,74,74,1.0,322.62,322.62,23873.88,26,1
2025-07-14,74,61,0.8243,310.68,256.1,18951.48,30,3
2025-07-15,74,53,0.7162,305.68,218.93,16201.04,19,2
2025-07-16,74,55,0.7432,303.29,225.42,16680.95,21,4
2025-07-17,74,63,0.8514,299.12,254.66,18844.56,19,3
2025-07-18,74,74,1.0,314.07,314.07,23241.18,26,1
2025-07-19,74,74,1.0,323.54,323.54,23941.96,30,4
2025-07-20,74,74,1.0,310.95,310.95,23010.3,26,4
2025-07-21,74,71,0.9595,307.0,294.55,21797.0,28,2
2025-07-22,74,54,0.7297,302.23,220.55,16320.42,31,7
2025-07-23,74,48,0.6486,299.26,194.11,14364.48,24,2
2025-07-24,74,55,0.7432,302.93,225.15,16661.15,24,2
2025-07-25,74,71,0.9595,323.19,310.09,22946.49,25,1
2025-07-26,74,72,0.973,334.37,325.33,24074.64,27,3
2025-07-27,74,68,0.9189,325.45,299.06,22130.6,27,5
2025-07-28,74,58,0.7838,319.38,250.32,18524.04,26,1
2025-07-29,74,52,0.7027,320.59,225.28,16670.68,27,5
2025-07-30,74,56,0.7568,312.45,236.45,17497.2,24,4
2025-07-31,74,51,0.6892,307.91,212.21,15703.41,29,6
2025-08-01,74,74,1.0,326.83,326.83,24185.42,25,2
2025-08-02,74,74,1.0,329.82,329.82,24406.68,26,1
2025-08-03,74,72,0.973,319.85,311.21,23029.2,27,4
2025-08-04,74,69,0.9324,311.7,290.64,21507.3,30,2
2025-08-05,74,56,0.7568,307.27,232.53,17207.12,24,2
2025-08-06,74,54,0.7297,304.93,222.52,16466.22,22,4
2025-08-07,74,59,0.7973,301.54,240.42,17790.86,31,0
2025-08-08,74,74,1.0,322.21,322.21,23843.54,25,6
2025-08-09,74,74,1.0,332.39,332.39,24596.86,24,0
2025-08-10,74,74,1.0,320.95,320.95,23750.3,23,2
2025-08-11,74,74,1.0,314.38,314.38,23264.12,16,0
2025-08-12,74,65,0.8784,310.68,272.89,20194.2,19,4
2025-08-13,74,74,1.0,300.19,300.19,22214.06,24,1
2025-08-14,74,61,0.8243,304.07,250.65,18548.27,40,2
2025-08-15,74,74,1.0,319.54,319.54,23645.96,23,3
2025-08-16,74,74,1.0,327.79,327.79,24256.46,29,1
2025-08-17,74,61,0.8243,320.06,263.83,19523.66,18,2
2025-08-18,74,60,0.8108,311.85,252.85,18711.0,22,3
2025-08-19,74,44,0.5946,307.31,182.72,13521.64,27,1
2025-08-20,74,49,0.6622,306.94,203.24,15040.06,21,1
2025-08-21,74,55,0.7432,304.08,226.01,16724.4,23,3
2025-08-22,74,72,0.973,321.55,312.86,23151.6,26,1
2025-08-23,74,74,1.0,323.52,323.52,23940.48,26,2
2025-08-24,74,60,0.8108,320.75,260.07,19245.0,19,1
2025-08-25,74,54,0.7297,310.91,226.88,16789.14,29,2
2025-08-26,74,54,0.7297,301.34,219.9,16272.36,27,2
2025-08-27,74,53,0.7162,299.44,214.46,15870.32,28,3
2025-08-28,74,51,0.6892,299.73,206.57,15286.23,24,2
2025-08-29,74,66,0.8919,324.35,289.29,21407.1,25,3
2025-08-30,74,74,1.0,323.78,323.78,23959.72,38,4
2025-08-31,74,65,0.8784,313.79,275.63,20396.35,22,0
2025-09-01,74,61,0.8243,303.2,249.94,18495.2,28,3
2025-09-02,74,56,0.7568,296.49,224.37,16603.44,28,5
2025-09-03,74,54,0.7297,292.62,213.53,15801.48,28,3
2025-09-04,74,60,0.8108,291.85,236.64,17511.0,35,9
2025-09-05,74,67,0.9054,312.17,282.64,20915.39,27,5
2025-09-06,74,74,1.0,321.81,321.81,23813.94,30,4
2025-09-07,74,64,0.8649,315.65,272.99,20201.6,24,1
2025-09-08,74,63,0.8514,304.17,258.96,19162.71,31,4
2025-09-09,74,48,0.6486,297.25,192.81,14268.0,26,1
2025-09-10,74,44,0.5946,290.17,172.53,12767.48,25,2
2025-09-11,74,57,0.7703,289.84,223.26,16520.88,27,4
2025-09-12,74,74,1.0,312.63,312.63,23134.62,27,3
2025-09-13,74,74,1.0,323.15,323.15,23913.1,16,2
2025-09-14,74,71,0.9595,313.5,300.79,22258.5,35,3
2025-09-15,74,65,0.8784,308.93,271.36,20080.45,26,3
2025-09-16,74,46,0.6216,307.12,190.91,14127.52,30,5
2025-09-17,74,45,0.6081,298.19,181.33,13418.55,18,2
2025-09-18,74,51,0.6892,290.09,199.93,14794.59,23,0
2025-09-19,74,58,0.7838,307.21,240.79,17818.18,26,4
2025-09-20,74,68,0.9189,314.25,288.77,21369.0,32,5
2025-09-21,74,58,0.7838,303.4,237.8,17597.2,34,3
2025-09-22,74,52,0.7027,295.66,207.76,15374.32,32,4
2025-09-23,74,51,0.6892,295.47,203.63,15068.97,44,9
2025-09-24,74,46,0.6216,279.28,173.61,12846.88,17,5
2025-09-25,74,50,0.6757,280.12,189.27,14006.0,31,3
2025-09-26,74,61,0.8243,298.19,245.81,18189.59,29,4
2025-09-27,74,66,0.8919,307.59,274.34,20300.94,22,1
2025-09-28,74,61,0.8243,304.05,250.64,18547.05,25,1
2025-09-29,74,57,0.7703,289.17,222.74,16482.69,24,3
2025-09-30,74,46,0.6216,274.06,170.36,12606.76,16,2
2025-10-01,74,34,0.4595,277.4,127.45,9431.6,25,1
2025-10-02,74,34,0.4595,274.02,125.9,9316.68,24,5
2025-10-03,74,50,0.6757,298.9,201.96,14945.0,30,2
2025-10-04,74,73,0.9865,303.36,299.26,22145.28,27,4
2025-10-05,74,63,0.8514,289.88,246.79,18262.44,19,0
2025-10-06,74,52,0.7027,286.36,201.23,14890.72,22,2
2025-10-07,74,47,0.6351,275.21,174.8,12934.87,25,3
2025-10-08,74,41,0.5541,266.99,147.93,10946.59,25,3
2025-10-09,74,45,0.6081,265.25,161.3,11936.25,18,2
2025-10-10,74,67,0.9054,282.18,255.49,18906.06,26,4
2025-10-11,74,74,1.0,287.46,287.46,21272.04,23,3
2025-10-12,74,52,0.7027,281.51,197.82,14638.52,31,4
2025-10-13,74,45,0.6081,270.92,164.75,12191.4,16,4
2025-10-14,74,35,0.473,266.89,126.23,9341.15,20,2
2025-10-15,74,32,0.4324,266.85,115.39,8539.2,22,4
2025-10-16,74,39,0.527,254.09,133.91,9909.51,12,0
2025-10-17,74,54,0.7297,273.51,199.59,14769.54,25,2
2025-10-18,74,62,0.8378,278.49,233.33,17266.38,32,7
2025-10-19,74,63,0.8514,270.12,229.97,17017.56,15,2
2025-10-20,74,42,0.5676,263.61,149.62,11071.62,25,3
2025-10-21,74,42,0.5676,261.12,148.2,10967.04,21,6
2025-10-22,74,33,0.4459,248.19,110.68,8190.27,15,2
2025-10-23,74,45,0.6081,247.12,150.28,11120.4,31,3
2025-10-24,74,59,0.7973,263.1,209.77,15522.9,26,2
2025-10-25,74,61,0.8243,268.13,221.03,16355.93,24,3
2025-10-26,74,52,0.7027,262.09,184.17,13628.68,21,2
2025-10-27,74,42,0.5676,257.51,146.15,10815.42,23,2
2025-10-28,74,38,0.5135,250.38,128.57,9514.44,14,1
