date,campaign_id,spend,impressions,clicks,sessions,bookings,revenue
2024-10-18,1,172.57,2142,90,79,0,0.0
2024-10-19,1,253.96,3166,133,121,0,0.0
2024-10-20,1,359.3,4500,189,159,4,1819.16
2024-10-21,1,275.81,3452,145,121,0,0.0
2024-10-22,1,263.88,3285,138,127,0,0.0
2024-10-23,1,286.59,3571,150,138,0,0.0
2024-10-24,1,264.96,3309,139,130,0,0.0
2024-10-25,1,246.12,3071,129,117,0,0.0
2024-10-26,1,237.33,2952,124,115,0,0.0
2024-10-27,1,205.07,2547,107,99,1,1011.84
2024-10-28,1,278.28,3476,146,135,2,1694.8
2024-10-29,1,272.04,3404,143,129,0,0.0
2024-10-30,1,242.69,3023,127,109,1,199.69
2024-10-31,1,192.26,2404,101,94,1,539.92
2024-11-01,1,265.54,3309,139,114,0,0.0
2024-11-02,1,226.12,2833,119,106,0,0.0
2024-11-03,1,212.06,2642,111,96,0,0.0
2024-11-15,2,163.55,27000,297,256,2,856.02
2024-11-16,2,222.9,36818,405,345,1,692.4
2024-11-17,2,167.74,27636,304,251,0,0.0
2024-11-18,2,94.61,15636,172,146,0,0.0
2024-11-19,2,209.52,34545,380,352,1,321.08
2024-11-20,2,221.92,36636,403,339,0,0.0
2024-11-21,2,147.88,24363,268,221,0,0.0
2024-11-22,2,219.18,36181,398,371,0,0.0
2024-11-23,2,174.91,28909,318,291,2,991.88
2024-11-24,2,171.52,28272,311,287,0,0.0
2024-11-25,2,216.47,35727,393,342,0,0.0
2024-11-26,2,223.65,36909,406,347,2,364.42
2024-11-27,2,175.88,29000,319,269,0,0.0
2024-11-28,2,211.1,34818,383,337,1,234.03
2024-11-29,2,213.39,35181,387,345,0,0.0
2024-11-30,2,144.34,23818,262,238,0,0.0
2024-12-01,2,209.66,34636,381,357,4,725.74
2024-12-02,2,263.18,43454,478,406,0,0.0
2024-12-03,2,209.62,34636,381,316,0,0.0
2024-12-04,2,207.75,34272,377,340,0,0.0
2024-12-05,2,166.77,27545,303,269,0,0.0
2024-12-06,2,195.91,32363,356,294,0,0.0
2024-12-07,2,195.68,32272,355,299,0,0.0
2024-12-08,2,288.07,47545,523,432,0,0.0
2024-12-09,2,129.15,21272,234,191,1,142.19
2024-12-10,2,174.65,28818,317,264,1,167.18
2024-12-11,2,185.0,30545,336,292,0,0.0
2024-12-12,2,215.86,35636,392,322,0,0.0
2024-12-13,2,198.09,32727,360,304,0,0.0
2024-12-14,2,166.88,27545,303,250,0,0.0
2024-12-15,2,243.55,40181,442,375,0,0.0
2024-12-16,2,171.32,28272,311,262,0,0.0
2024-12-17,2,185.31,30545,336,285,0,0.0
2024-12-18,2,206.74,34090,375,319,1,726.92
2024-12-19,2,299.71,49454,544,449,1,415.44
2024-12-20,2,258.98,42727,470,414,0,0.0
2024-12-21,2,195.39,32272,355,291,0,0.0
2024-12-22,2,253.69,41909,461,423,0,0.0
2024-12-23,2,222.1,36636,403,368,0,0.0
2024-12-24,2,221.92,36636,403,332,0,0.0
2024-12-25,2,197.31,32545,358,334,0,0.0
2024-12-26,2,188.32,31090,342,290,0,0.0
2024-12-27,2,149.43,24636,271,241,0,0.0
2024-12-28,2,190.59,31454,346,286,0,0.0
2025-01-06,3,235.63,3890,214,179,1,806.05
2025-01-07,3,212.18,3490,192,167,1,127.31
2025-01-08,3,188.8,3109,171,147,1,515.31
2025-01-09,3,188.79,3109,171,149,0,0.0
2025-01-10,3,182.98,3018,166,143,0,0.0
2025-01-11,3,214.34,3527,194,179,2,1475.59
2025-01-12,3,213.71,3527,194,181,0,0.0
2025-01-13,3,252.67,4163,229,194,0,0.0
2025-01-14,3,352.65,5818,320,280,0,0.0
2025-01-15,3,210.93,3472,191,160,1,189.63
2025-01-16,3,245.29,4036,222,205,0,0.0
2025-01-17,3,230.83,3800,209,187,0,0.0
2025-01-18,3,221.66,3654,201,178,0,0.0
2025-01-19,3,156.88,2581,142,117,0,0.0
2025-01-20,3,222.86,3672,202,182,0,0.0
2025-01-21,3,234.34,3872,213,186,0,0.0
2025-01-22,3,220.8,3636,200,170,1,561.69
2025-01-23,3,146.68,2418,133,116,2,779.61
2025-01-24,3,241.72,3981,219,205,0,0.0
2025-01-25,3,167.5,2763,152,127,0,0.0
2025-01-26,3,218.13,3600,198,169,0,0.0
2025-01-27,3,199.54,3290,181,168,1,529.16
2025-01-28,3,159.59,2636,145,121,2,368.04
2025-01-29,3,205.91,3400,187,159,1,169.63
2025-01-30,3,217.48,3581,197,179,0,0.0
2025-01-31,3,184.31,3036,167,146,1,204.14
2025-02-01,3,188.44,3109,171,152,1,743.19
2025-02-02,3,128.31,2109,116,99,0,0.0
2025-02-03,3,244.3,4036,222,183,0,0.0
2025-02-04,3,219.87,3618,199,165,0,0.0
2025-02-05,3,181.22,2981,164,143,0,0.0
2025-02-06,3,192.13,3163,174,153,1,597.54
2025-02-07,3,219.93,3618,199,183,2,538.73
2025-02-08,3,221.37,3654,201,184,2,1902.01
2025-02-09,3,201.62,3327,183,158,0,0.0
2025-02-10,3,154.97,2545,140,121,0,0.0
2025-02-11,3,253.45,4181,230,200,0,0.0
2025-02-12,3,167.39,2763,152,133,1,517.38
2025-02-13,3,265.04,4363,240,200,0,0.0
2025-02-14,3,186.17,3072,169,151,0,0.0
2025-02-15,3,237.66,3927,216,201,1,181.08
2025-02-16,3,193.59,3181,175,154,0,0.0
2025-02-17,3,246.55,4072,224,190,0,0.0
2025-02-18,3,226.4,3727,205,176,0,0.0
2025-02-19,3,206.56,3400,187,169,0,0.0
2025-02-20,3,173.0,2854,157,130,1,412.74
2025-02-21,3,239.19,3945,217,192,0,0.0
2025-02-22,3,286.82,4727,260,223,0,0.0
2025-02-23,3,199.76,3290,181,150,0,0.0
2025-02-24,3,161.66,2654,146,129,0,0.0
2025-02-25,3,210.55,3472,191,158,0,0.0
2025-02-26,3,185.32,3054,168,149,0,0.0
2025-02-27,3,174.84,2872,158,130,0,0.0
2025-02-28,3,279.33,4600,253,228,0,0.0
2025-01-27,4,0.0,1187,285,242,0,0.0
2025-01-28,4,0.0,1450,348,299,2,2101.8
2025-01-29,4,0.0,1550,372,326,0,0.0
2025-01-30,4,0.0,1416,340,291,3,830.64
2025-01-31,4,0.0,1341,322,266,0,0.0
2025-02-01,4,0.0,958,230,204,1,527.64
2025-02-02,4,0.0,1470,353,331,0,0.0
2025-02-03,4,0.0,1433,344,312,0,0.0
2025-02-04,4,0.0,1283,308,275,0,0.0
2025-02-05,4,0.0,1220,293,246,0,0.0
2025-02-06,4,0.0,1487,357,295,0,0.0
2025-02-07,4,0.0,1312,315,269,0,0.0
2025-02-08,4,0.0,1462,351,323,0,0.0
2025-02-09,4,0.0,1545,371,341,0,0.0
2025-02-10,4,0.0,1512,363,303,0,0.0
2025-02-11,4,0.0,1170,281,252,0,0.0
2025-02-12,4,0.0,1108,266,240,0,0.0
2025-02-13,4,0.0,1479,355,330,0,0.0
2025-03-03,5,400.74,5000,210,194,4,2332.14
2025-03-04,5,320.33,3999,168,142,2,593.65
2025-03-05,5,388.72,4857,204,169,0,0.0
2025-03-06,5,397.59,4976,209,183,5,2493.73
2025-03-07,5,455.28,5690,239,208,2,413.42
2025-03-08,5,233.12,2904,122,111,1,397.42
2025-03-09,5,438.51,5476,230,188,3,1326.73
2025-03-10,5,311.1,3880,163,140,4,4017.94
2025-03-11,5,420.55,5261,221,195,1,755.79
2025-03-12,5,333.01,4166,175,157,4,1488.48
2025-03-13,5,402.31,5023,211,177,4,1609.89
2025-03-14,5,260.76,3261,137,123,3,3350.98
2025-03-15,5,364.14,4547,191,167,5,1575.65
2025-03-16,5,401.82,5023,211,181,3,3059.42
2025-03-17,5,310.03,3880,163,148,2,1078.48
2025-03-18,5,351.59,4404,185,152,3,2008.16
2025-03-19,5,389.63,4880,205,177,3,1300.2
2025-03-20,5,308.92,3857,162,148,1,485.06
2025-03-21,5,235.63,2952,124,104,5,3154.72
2025-03-22,5,435.01,5428,228,193,4,2575.07
2025-03-23,5,374.82,4690,197,172,1,561.32
2025-03-24,5,344.39,4309,181,155,0,0.0
2025-03-25,5,271.7,3404,143,133,3,1018.22
2025-03-26,5,352.99,4404,185,172,1,695.76
2025-03-27,5,363.59,4547,191,163,0,0.0
2025-03-28,5,286.33,3571,150,132,2,683.92
2025-03-29,5,376.77,4714,198,178,3,2583.54
2025-03-30,5,245.35,3071,129,120,0,0.0
2025-03-31,5,253.49,3166,133,116,3,2345.48
2025-04-01,5,319.06,3976,167,138,0,0.0
2025-04-02,5,203.76,2547,107,92,1,233.57
2025-04-03,5,248.7,3095,130,119,1,495.6
2025-04-04,5,344.69,4309,181,156,2,1271.34
2025-04-05,5,348.49,4357,183,153,0,0.0
2025-04-06,5,287.35,3595,151,124,0,0.0
2025-04-07,5,335.41,4190,176,160,1,254.06
2025-04-08,5,322.59,4023,169,157,1,254.01
2025-04-09,5,404.18,5047,212,179,0,0.0
2025-04-10,5,258.09,3214,135,111,1,1145.32
2025-04-11,5,364.81,4571,192,166,1,573.96
2025-04-12,5,335.73,4190,176,149,0,0.0
2025-04-13,5,326.05,4071,171,157,0,0.0
2025-04-14,5,240.05,3000,126,112,0,0.0
2025-04-15,5,313.77,3928,165,148,0,0.0
2025-04-16,5,266.32,3333,140,130,0,0.0
2025-04-17,5,246.07,3071,129,111,0,0.0
2025-04-18,5,360.21,4500,189,175,0,0.0
2025-04-19,5,392.77,4904,206,168,0,0.0
2025-04-20,5,285.58,3571,150,138,0,0.0
2025-05-12,6,229.64,37909,417,371,1,1294.6
2025-05-13,6,200.74,33090,364,306,1,302.45
2025-05-14,6,210.29,34727,382,351,1,1196.72
2025-05-15,6,230.74,38090,419,383,0,0.0
2025-05-16,6,226.95,37454,412,360,0,0.0
2025-05-17,6,239.28,39545,435,361,2,919.45
2025-05-18,6,248.74,41090,452,401,3,1983.17
2025-05-19,6,190.03,31363,345,310,1,1281.4
2025-05-20,6,221.76,36636,403,374,3,1945.82
2025-05-21,6,168.46,27818,306,252,1,545.3
2025-05-22,6,311.53,51454,566,473,1,1724.94
2025-05-23,6,202.13,33363,367,308,0,0.0
2025-05-24,6,219.66,36272,399,354,1,282.07
2025-05-25,6,215.21,35545,391,326,0,0.0
2025-05-26,6,145.3,24000,264,231,0,0.0
2025-05-27,6,245.98,40636,447,419,2,922.56
2025-05-28,6,249.54,41181,453,386,0,0.0
2025-05-29,6,212.24,35000,385,325,0,0.0
2025-05-30,6,212.45,35090,386,349,1,357.64
2025-05-31,6,275.49,45454,500,464,0,0.0
2025-06-01,6,213.06,35181,387,330,0,0.0
2025-06-02,6,233.39,38545,424,396,0,0.0
2025-06-03,6,215.25,35545,391,321,2,1662.01
2025-06-04,6,205.42,33909,373,321,1,570.9
2025-06-05,6,201.23,33181,365,336,1,1292.45
2025-06-06,6,267.72,44181,486,410,1,1321.24
2025-06-07,6,223.25,36818,405,359,1,345.15
2025-06-08,6,220.0,36272,399,330,1,1150.0
2025-06-09,6,188.61,31090,342,306,0,0.0
2025-06-10,6,219.46,36272,399,328,0,0.0
2025-06-11,6,118.05,19454,214,196,0,0.0
2025-06-12,6,281.53,46454,511,478,2,3112.16
2025-06-13,6,199.92,33000,363,329,1,271.8
2025-06-14,6,234.64,38727,426,353,1,281.68
2025-06-15,6,206.42,34090,375,338,4,2157.94
2025-06-16,6,165.21,27272,300,249,1,971.91
2025-06-17,6,246.59,40727,448,397,2,2389.2
2025-06-18,6,257.29,42454,467,420,2,1858.32
2025-06-19,6,160.28,26454,291,252,0,0.0
2025-06-20,6,198.54,32727,360,308,0,0.0
2025-06-21,6,212.87,35181,387,360,2,943.2
2025-06-22,6,210.97,34818,383,348,3,1890.26
2025-06-23,6,315.39,52090,573,513,2,1908.46
2025-06-24,6,219.65,36272,399,347,2,616.78
2025-06-25,6,196.3,32363,356,300,2,2040.0
2025-06-26,6,216.5,35727,393,366,0,0.0
2025-06-27,6,156.09,25727,283,244,1,617.72
2025-06-28,6,245.98,40636,447,379,1,640.66
2025-06-29,6,251.95,41636,458,410,0,0.0
2025-06-30,6,198.54,32727,360,327,0,0.0
2025-07-01,6,258.41,42636,469,432,2,1920.14
2025-07-02,6,281.05,46454,511,444,1,1483.5
2025-07-03,6,203.17,33545,369,329,0,0.0
2025-07-04,6,187.92,31000,341,290,3,2381.46
2025-07-05,6,272.71,45000,495,454,1,278.2
2025-07-06,6,254.24,42000,462,404,1,1178.12
2025-07-07,6,233.1,38454,423,387,0,0.0
2025-07-08,6,234.25,38636,425,369,0,0.0
2025-07-09,6,155.48,25636,282,247,1,317.4
2025-07-10,6,186.77,30818,339,309,0,0.0
2025-07-11,6,254.21,42000,462,404,1,269.26
2025-07-12,6,242.67,40090,441,366,1,578.32
2025-07-13,6,219.55,36272,399,328,0,0.0
2025-07-14,6,237.01,39090,430,388,2,1782.68
2025-07-15,6,193.92,32000,352,326,2,1163.8
2025-07-16,6,217.17,35818,394,332,0,0.0
2025-07-17,6,176.27,29090,320,286,0,0.0
2025-07-18,6,191.86,31636,348,289,2,2222.71
2025-07-19,6,139.67,23000,253,222,2,629.23
2025-07-20,6,264.63,43727,481,444,0,0.0
2025-07-21,6,203.02,33545,369,339,0,0.0
2025-07-22,6,201.42,33272,366,325,1,872.55
2025-07-23,6,237.69,39272,432,399,2,1422.92
2025-07-24,6,275.68,45545,501,420,0,0.0
2025-07-25,6,229.35,37818,416,389,1,585.56
2025-07-26,6,262.91,43454,478,421,0,0.0
2025-07-27,6,192.16,31727,349,292,0,0.0
2025-07-28,6,257.5,42545,468,395,0,0.0
2025-07-29,6,213.32,35181,387,361,0,0.0
2025-07-30,6,237.79,39272,432,398,1,1359.8
2025-07-31,6,251.36,41545,457,387,0,0.0
2025-08-01,6,197.96,32636,359,303,1,291.14
2025-08-02,6,206.58,34090,375,333,0,0.0
2025-08-03,6,184.93,30545,336,285,0,0.0
2025-08-04,6,182.29,30090,331,282,0,0.0
2025-08-05,6,191.29,31545,347,291,0,0.0
2025-08-06,6,194.51,32090,353,321,0,0.0
2025-08-07,6,211.14,34818,383,331,0,0.0
2025-08-08,6,251.44,41545,457,406,0,0.0
2025-08-09,6,158.3,26090,287,242,0,0.0
2025-08-10,6,213.0,35181,387,350,0,0.0
2025-08-11,6,255.45,42181,464,407,0,0.0
2025-08-12,6,192.45,31727,349,290,0,0.0
2025-08-13,6,256.95,42454,467,385,0,0.0
2025-08-14,6,255.51,42181,464,410,0,0.0
2025-08-15,6,190.13,31363,345,302,0,0.0
2025-08-16,6,173.52,28636,315,292,0,0.0
2025-08-17,6,261.53,43181,475,411,0,0.0
2025-05-26,7,188.83,2357,99,83,3,959.06
2025-05-27,7,158.67,1976,83,77,1,882.3
2025-05-28,7,184.68,2309,97,87,5,4570.75
2025-05-29,7,147.98,1833,77,71,3,2222.54
2025-05-30,7,125.17,1547,65,56,2,595.35
2025-05-31,7,157.5,1952,82,69,5,3419.09
2025-06-01,7,187.48,2333,98,85,1,1020.0
2025-06-02,7,159.64,1999,84,73,2,900.82
2025-06-03,7,209.73,2619,110,99,3,2783.53
2025-06-04,7,178.66,2238,94,79,4,2778.72
2025-06-05,7,137.11,1714,72,63,4,2474.53
2025-06-06,7,185.29,2309,97,80,4,2315.14
2025-06-07,7,211.93,2642,111,92,3,1006.6
2025-06-08,7,149.56,1857,78,65,4,1888.26
2025-06-09,7,160.6,1999,84,76,6,4240.6
2025-06-10,7,148.72,1857,78,73,5,5420.57
2025-06-11,7,141.05,1761,74,60,4,3510.79
2025-06-12,7,159.59,1976,83,73,1,357.08
2025-06-13,7,125.8,1571,66,60,2,845.64
2025-06-14,7,189.1,2357,99,92,1,277.04
2025-06-15,7,153.92,1928,81,67,5,3631.98
2025-06-16,7,144.22,1785,75,62,2,1078.04
2025-06-17,7,214.9,2690,113,99,2,654.87
2025-06-18,7,135.1,1690,71,59,2,945.18
2025-06-19,7,188.15,2357,99,84,1,1420.12
2025-06-20,7,176.57,2190,92,77,3,2366.74
2025-06-21,7,139.45,1738,73,60,2,880.3
2025-06-22,7,174.93,2190,92,85,2,925.04
2025-06-23,7,159.15,1976,83,73,3,2165.29
2025-06-24,7,197.69,2476,104,90,1,569.24
2025-06-25,7,184.74,2309,97,81,1,940.89
2025-06-26,7,201.82,2523,106,90,1,662.74
2025-06-27,7,184.57,2309,97,88,0,0.0
2025-06-28,7,188.9,2357,99,84,4,4096.26
2025-06-29,7,197.01,2452,103,86,2,3925.67
2025-06-30,7,155.0,1928,81,67,3,1853.15
2025-07-01,7,208.75,2595,109,91,1,1477.6
2025-07-02,7,158.41,1976,83,72,5,1630.9
2025-07-03,7,175.19,2190,92,81,4,2382.49
2025-07-04,7,164.35,2047,86,76,1,664.92
2025-07-05,7,189.98,2357,99,86,3,907.96
2025-07-06,7,182.58,2285,96,81,1,308.71
2025-07-07,7,199.79,2500,105,97,3,1942.52
2025-07-08,7,183.4,2285,96,89,2,3240.0
2025-07-09,7,221.04,2761,116,107,3,3202.12
2025-07-10,7,157.08,1952,82,73,1,306.91
2025-07-11,7,151.4,1880,79,67,3,2267.19
2025-07-12,7,147.73,1833,77,67,3,1950.1
2025-07-13,7,149.73,1857,78,72,2,1134.94
2025-07-14,7,196.66,2452,103,87,1,307.94
2025-07-15,7,193.05,2404,101,89,2,1995.04
2025-07-16,7,166.18,2071,87,77,1,2484.27
2025-07-17,7,220.26,2738,115,102,2,652.38
2025-07-18,7,167.3,2095,88,78,0,0.0
2025-07-19,7,176.13,2190,92,86,1,285.49
2025-07-20,7,171.92,2142,90,83,1,643.52
2025-07-21,7,199.45,2476,104,90,3,2810.95
2025-07-22,7,148.83,1857,78,64,0,0.0
2025-07-23,7,147.1,1833,77,63,0,0.0
2025-07-24,7,134.31,1666,70,57,1,1214.32
2025-07-25,7,170.5,2119,89,82,2,3153.29
2025-07-26,7,121.67,1523,64,58,2,899.74
2025-07-27,7,217.6,2714,114,98,1,348.43
2025-07-28,7,138.38,1714,72,61,0,0.0
2025-07-29,7,152.23,1904,80,66,4,2620.89
2025-07-30,7,169.61,2119,89,73,0,0.0
2025-07-31,7,140.56,1738,73,64,1,1404.12
2025-08-01,7,204.82,2547,107,100,0,0.0
2025-08-02,7,186.6,2333,98,88,0,0.0
2025-08-03,7,192.3,2404,101,88,1,1229.2
2025-08-04,7,162.77,2023,85,72,1,289.82
2025-08-05,7,135.98,1690,71,62,0,0.0
2025-08-06,7,185.7,2309,97,80,0,0.0
2025-08-07,7,160.83,1999,84,76,0,0.0
2025-08-08,7,188.36,2357,99,89,0,0.0
2025-08-09,7,200.38,2500,105,93,1,389.43
2025-08-10,7,176.65,2190,92,82,0,0.0
2025-08-18,8,0.0,1145,275,228,0,0.0
2025-08-19,8,0.0,1229,295,273,1,1131.96
2025-08-20,8,0.0,945,227,208,0,0.0
2025-08-21,8,0.0,1358,326,287,0,0.0
2025-08-22,8,0.0,1500,360,302,0,0.0
2025-08-23,8,0.0,1308,314,289,0,0.0
2025-08-24,8,0.0,1233,296,260,0,0.0
2025-08-25,8,0.0,1400,336,297,0,0.0
2025-08-26,8,0.0,1154,277,229,0,0.0
2025-08-27,8,0.0,1491,358,305,0,0.0
2025-08-28,8,0.0,1270,305,268,0,0.0
2025-08-29,8,0.0,1279,307,279,0,0.0
2025-08-30,8,0.0,1454,349,321,0,0.0
2025-08-31,8,0.0,1454,349,327,0,0.0
2025-09-08,9,233.48,2904,122,105,4,1784.42
2025-09-09,9,384.06,4809,202,173,3,2025.84
2025-09-10,9,346.72,4333,182,164,0,0.0
2025-09-11,9,318.88,3976,167,149,2,1728.5
2025-09-12,9,218.66,2738,115,95,2,1533.82
2025-09-13,9,284.61,3547,149,125,1,290.55
2025-09-14,9,237.28,2952,124,107,1,303.69
2025-09-15,9,240.21,3000,126,118,3,1587.11
2025-09-16,9,330.46,4119,173,148,6,3340.76
2025-09-17,9,260.25,3238,136,112,1,281.97
2025-09-18,9,362.91,4547,191,168,1,263.75
2025-09-19,9,361.95,4523,190,165,4,1353.8
2025-09-20,9,338.41,4238,178,154,4,2315.67
2025-09-21,9,294.45,3666,154,135,4,3531.74
2025-09-22,9,296.24,3690,155,144,1,497.74
2025-09-23,9,352.35,4404,185,162,6,2651.71
2025-09-24,9,343.5,4285,180,161,2,1227.88
2025-09-25,9,324.42,4047,170,155,5,2672.26
2025-09-26,9,354.83,4428,186,154,3,1027.96
2025-09-27,9,369.01,4619,194,160,4,1605.94
2025-09-28,9,297.04,3714,156,138,4,4140.15
2025-09-29,9,394.12,4928,207,178,5,3028.99
2025-09-30,9,361.85,4523,190,158,1,679.56
2025-10-01,9,286.14,3571,150,129,2,1502.28
2025-10-02,9,355.92,4452,187,171,1,312.4
2025-10-03,9,343.92,4309,181,153,4,3399.62
2025-10-04,9,343.27,4285,180,153,2,2619.12
2025-10-05,9,267.96,3357,141,129,4,1255.58
2025-10-06,9,281.49,3523,148,135,2,851.17
2025-10-07,9,255.83,3190,134,111,2,1744.92
2025-10-08,9,303.21,3785,159,139,2,1687.63
2025-10-09,9,221.2,2761,116,98,0,0.0
2025-10-10,9,197.49,2452,103,86,3,1003.14
2025-10-11,9,354.24,4428,186,157,3,1029.44
2025-10-12,9,311.82,3904,164,143,3,3826.83
2025-10-13,9,318.82,3976,167,145,0,0.0
2025-10-14,9,267.32,3333,140,120,2,2860.81
2025-10-15,9,274.01,3428,144,130,2,1353.38
2025-10-16,9,266.92,3333,140,129,0,0.0
2025-10-17,9,354.08,4428,186,164,2,730.36
2025-10-18,9,358.24,4476,188,161,3,1273.15
2025-10-19,9,300.22,3761,158,139,1,934.76
2025-10-20,9,249.9,3119,131,117,1,313.26
2025-10-21,9,407.82,5095,214,186,0,0.0
2025-10-22,9,337.03,4214,177,158,1,212.74
2025-10-23,9,368.58,4595,193,164,1,856.74
2025-10-24,9,302.7,3785,159,140,0,0.0
2025-10-25,9,316.69,3952,166,143,0,0.0
2025-10-26,9,323.99,4047,170,149,0,0.0
2025-10-27,9,285.53,3571,150,125,1,242.64
2025-10-28,9,278.44,3476,146,136,0,0.0
2025-10-29,9,273.59,3404,143,118,0,0.0
2025-10-30,9,412.98,5166,217,185,0,0.0
2025-10-31,9,196.2,2452,103,94,0,0.0
2025-11-01,9,284.47,3547,149,133,0,0.0
2025-11-02,9,404.14,5047,212,176,0,0.0
2025-11-14,10,220.18,36363,400,330,1,435.32
2025-11-15,10,188.17,31090,342,308,1,232.55
2025-11-16,10,248.11,41000,451,414,1,180.22
2025-11-17,10,239.43,39545,435,395,1,254.5
2025-11-18,10,167.27,27636,304,267,1,651.33
2025-11-19,10,292.64,48363,532,468,1,197.67
2025-11-20,10,262.14,43272,476,390,1,896.67
2025-11-21,10,205.9,34000,374,313,0,0.0
2025-11-22,10,316.14,52181,574,480,2,1235.08
2025-11-23,10,283.42,46818,515,465,1,186.15
2025-11-24,10,228.02,37636,414,345,0,0.0
2025-11-25,10,302.63,50000,550,496,0,0.0
2025-11-26,10,275.26,45454,500,433,0,0.0
2025-11-27,10,284.04,46909,516,471,0,0.0
2025-11-28,10,277.29,45818,504,446,0,0.0
2025-11-29,10,269.07,44454,489,421,0,0.0
2025-11-30,10,315.93,52181,574,522,0,0.0
2025-12-01,10,287.67,47545,523,470,1,156.05
2025-12-02,10,217.63,35909,395,329,3,671.38
2025-12-03,10,199.45,32909,362,324,0,0.0
2025-12-04,10,324.02,53545,589,546,0,0.0
2025-12-05,10,270.86,44727,492,419,0,0.0
2025-12-06,10,235.11,38818,427,398,0,0.0
2025-12-07,10,205.72,34000,374,322,0,0.0
2025-12-08,10,319.52,52727,580,498,0,0.0
2025-12-09,10,236.82,39090,430,397,0,0.0
2025-12-10,10,332.98,55000,605,532,0,0.0
2025-12-11,10,293.99,48545,534,458,0,0.0
2025-12-12,10,206.68,34090,375,330,0,0.0
2025-12-13,10,258.24,42636,469,402,0,0.0
2025-12-14,10,286.09,47272,520,438,0,0.0
2025-12-15,10,236.87,39090,430,382,0,0.0
2025-12-16,10,317.36,52454,577,500,0,0.0
2025-12-17,10,227.23,37545,413,374,2,1714.65
2025-12-18,10,224.84,37090,408,340,0,0.0
2025-12-19,10,251.88,41545,457,383,0,0.0
2025-12-20,10,261.48,43181,475,414,0,0.0
2025-12-21,10,289.91,47909,527,448,0,0.0
2025-12-22,10,291.15,48090,529,435,0,0.0
2025-12-23,10,298.48,49272,542,502,0,0.0
2025-12-24,10,227.03,37454,412,367,0,0.0
2025-12-25,10,220.5,36363,400,337,0,0.0
2025-12-26,10,141.58,23363,257,216,0,0.0
2025-12-27,10,179.74,29636,326,296,0,0.0
2026-01-05,11,273.66,4509,248,208,4,1805.17
2026-01-06,11,260.04,4290,236,199,1,721.02
2026-01-07,11,199.01,3272,180,159,1,153.45
2026-01-08,11,275.42,4545,250,206,3,823.0
2026-01-09,11,192.88,3181,175,149,0,0.0
2026-01-10,11,248.19,4090,225,189,2,1136.08
2026-01-11,11,224.51,3709,204,173,1,374.49
2026-01-12,11,201.79,3327,183,154,2,1245.84
2026-01-13,11,193.62,3200,176,161,2,1959.99
2026-01-14,11,261.8,4327,238,202,1,335.2
2026-01-15,11,247.75,4090,225,202,0,0.0
2026-01-16,11,306.65,5054,278,239,2,843.58
2026-01-17,11,264.73,4363,240,223,2,483.15
2026-01-18,11,252.43,4163,229,208,0,0.0
2026-01-19,11,342.31,5654,311,260,0,0.0
2026-01-20,11,168.14,2763,152,128,0,0.0
2026-01-21,11,259.17,4272,235,201,1,171.64
2026-01-22,11,248.22,4090,225,192,2,706.14
2026-01-23,11,267.19,4400,242,222,1,184.01
2026-01-24,11,174.15,2872,158,131,0,0.0
