date,market_id,sessions,bookings,revenue
2024-09-07,1,382,6,3858.71
2024-09-07,2,192,3,912.64
2024-09-07,3,103,4,2604.98
2024-09-07,4,103,5,3707.48
2024-09-07,5,77,0,0.0
2024-09-07,6,76,0,0.0
2024-09-07,7,64,3,1595.51
2024-09-07,8,63,2,1746.73
2024-09-07,9,87,3,2913.25
2024-09-07,10,63,2,1647.81
2024-09-07,11,34,1,1100.48
2024-09-07,12,26,3,1991.66
2024-09-08,1,225,6,4142.3
2024-09-08,2,113,0,0.0
2024-09-08,3,60,2,1657.4
2024-09-08,4,69,4,2934.33
2024-09-08,5,46,1,559.58
2024-09-08,6,41,2,1120.06
2024-09-08,7,41,2,1744.24
2024-09-08,8,38,0,0.0
2024-09-08,9,56,1,589.7
2024-09-08,10,37,2,1694.92
2024-09-08,11,22,0,0.0
2024-09-08,12,14,0,0.0
2024-09-09,1,154,9,5987.32
2024-09-09,2,73,1,885.6
2024-09-09,3,40,1,1268.15
2024-09-09,4,50,2,1214.59
2024-09-09,5,28,1,529.14
2024-09-09,6,31,0,0.0
2024-09-09,7,24,1,1096.96
2024-09-09,8,23,0,0.0
2024-09-09,9,35,1,607.76
2024-09-09,10,26,0,0.0
2024-09-09,11,13,0,0.0
2024-09-09,12,10,1,2041.27
2024-09-10,1,243,5,4459.47
2024-09-10,2,105,5,2114.01
2024-09-10,3,65,2,1122.98
2024-09-10,4,73,0,0.0
2024-09-10,5,52,2,1674.14
2024-09-10,6,42,0,0.0
2024-09-10,7,36,0,0.0
2024-09-10,8,36,0,0.0
2024-09-10,9,53,2,599.5
2024-09-10,10,35,2,523.88
2024-09-10,11,24,1,1432.05
2024-09-10,12,15,2,840.25
2024-09-11,1,350,9,5655.38
2024-09-11,2,207,6,3942.03
2024-09-11,3,115,0,0.0
2024-09-11,4,118,0,0.0
2024-09-11,5,81,1,119.0
2024-09-11,6,76,2,2034.14
2024-09-11,7,64,0,0.0
2024-09-11,8,68,0,0.0
2024-09-11,9,92,2,1468.72
2024-09-11,10,63,1,283.83
2024-09-11,11,36,1,1655.82
2024-09-11,12,27,1,1046.08
2024-09-12,1,345,8,6504.93
2024-09-12,2,176,5,2703.06
2024-09-12,3,100,4,2411.65
2024-09-12,4,109,4,2411.46
2024-09-12,5,63,1,257.17
2024-09-12,6,67,2,790.39
2024-09-12,7,57,2,531.71
2024-09-12,8,47,2,2406.56
2024-09-12,9,71,2,1201.07
2024-09-12,10,52,3,1663.07
2024-09-12,11,35,2,560.84
2024-09-12,12,23,0,0.0
2024-09-13,1,271,10,3953.14
2024-09-13,2,157,2,1128.08
2024-09-13,3,75,0,0.0
2024-09-13,4,89,3,1910.56
2024-09-13,5,55,1,175.26
2024-09-13,6,55,1,258.83
2024-09-13,7,47,0,0.0
2024-09-13,8,49,2,2386.86
2024-09-13,9,70,0,0.0
2024-09-13,10,43,2,1017.21
2024-09-13,11,27,0,0.0
2024-09-13,12,17,0,0.0
2024-09-14,1,204,3,1070.74
2024-09-14,2,119,1,272.03
2024-09-14,3,59,1,264.06
2024-09-14,4,65,4,1562.68
2024-09-14,5,46,3,2586.98
2024-09-14,6,39,0,0.0
2024-09-14,7,37,0,0.0
2024-09-14,8,34,0,0.0
2024-09-14,9,46,1,1168.12
2024-09-14,10,34,2,1534.52
2024-09-14,11,21,3,2642.5
2024-09-14,12,14,0,0.0
2024-09-15,1,362,10,5789.47
2024-09-15,2,174,2,1489.51
2024-09-15,3,112,2,1038.79
2024-09-15,4,120,6,4152.43
2024-09-15,5,75,3,1163.59
2024-09-15,6,82,1,244.19
2024-09-15,7,64,1,328.88
2024-09-15,8,61,0,0.0
2024-09-15,9,84,4,2069.67
2024-09-15,10,62,1,178.15
2024-09-15,11,37,2,1008.82
2024-09-15,12,25,0,0.0
2024-09-16,1,289,10,5862.77
2024-09-16,2,163,6,4287.22
2024-09-16,3,84,4,1535.43
2024-09-16,4,95,2,784.33
2024-09-16,5,55,1,244.28
2024-09-16,6,63,2,1320.5
2024-09-16,7,46,2,810.3
2024-09-16,8,50,0,0.0
2024-09-16,9,70,3,1385.52
2024-09-16,10,47,1,344.32
2024-09-16,11,30,1,252.31
2024-09-16,12,18,1,298.14
2024-09-17,1,246,3,2222.21
2024-09-17,2,125,2,996.56
2024-09-17,3,73,1,1511.0
2024-09-17,4,77,5,2346.17
2024-09-17,5,53,1,303.86
2024-09-17,6,49,3,1209.35
2024-09-17,7,40,1,1190.72
2024-09-17,8,39,2,713.71
2024-09-17,9,56,5,3289.83
2024-09-17,10,44,1,580.4
2024-09-17,11,25,1,265.63
2024-09-17,12,18,0,0.0
2024-09-18,1,193,6,3903.11
2024-09-18,2,88,2,727.57
2024-09-18,3,58,2,1505.58
2024-09-18,4,60,3,1097.61
2024-09-18,5,43,3,1915.5
2024-09-18,6,39,2,1709.76
2024-09-18,7,36,1,284.97
2024-09-18,8,32,1,885.84
2024-09-18,9,48,2,533.8
2024-09-18,10,31,1,1005.68
2024-09-18,11,22,0,0.0
2024-09-18,12,12,0,0.0
2024-09-19,1,279,10,5068.68
2024-09-19,2,159,2,449.86
2024-09-19,3,71,2,981.82
2024-09-19,4,90,0,0.0
2024-09-19,5,58,0,0.0
2024-09-19,6,60,0,0.0
2024-09-19,7,47,3,2166.13
2024-09-19,8,48,3,1500.15
2024-09-19,9,65,4,2861.12
2024-09-19,10,50,1,727.35
2024-09-19,11,29,0,0.0
2024-09-19,12,20,0,0.0
2024-09-20,1,218,9,4358.56
2024-09-20,2,125,2,988.04
2024-09-20,3,66,3,1066.2
2024-09-20,4,70,2,700.92
2024-09-20,5,50,1,271.25
2024-09-20,6,51,3,1987.03
2024-09-20,7,39,1,573.9
2024-09-20,8,42,1,282.03
2024-09-20,9,53,0,0.0
2024-09-20,10,42,3,1039.72
2024-09-20,11,25,1,655.3
2024-09-20,12,18,0,0.0
2024-09-21,1,353,6,2907.51
2024-09-21,2,199,8,6491.39
2024-09-21,3,97,4,1536.31
2024-09-21,4,104,6,3010.18
2024-09-21,5,67,2,451.55
2024-09-21,6,68,1,210.57
2024-09-21,7,64,2,553.69
2024-09-21,8,60,1,231.21
2024-09-21,9,74,2,482.12
2024-09-21,10,64,1,263.73
2024-09-21,11,38,1,236.63
2024-09-21,12,22,0,0.0
2024-09-22,1,128,2,813.33
2024-09-22,2,69,2,574.52
2024-09-22,3,37,2,798.21
2024-09-22,4,45,1,985.56
2024-09-22,5,29,0,0.0
2024-09-22,6,27,1,269.42
2024-09-22,7,22,2,954.93
2024-09-22,8,19,1,244.23
2024-09-22,9,30,2,1935.75
2024-09-22,10,24,1,555.66
2024-09-22,11,14,0,0.0
2024-09-22,12,9,1,955.56
2024-09-23,1,188,4,2266.01
2024-09-23,2,91,2,541.06
2024-09-23,3,45,2,2031.12
2024-09-23,4,60,2,898.53
2024-09-23,5,33,1,299.57
2024-09-23,6,39,4,2236.27
2024-09-23,7,35,1,1090.8
2024-09-23,8,29,0,0.0
2024-09-23,9,44,1,570.92
2024-09-23,10,30,0,0.0
2024-09-23,11,17,1,1503.32
2024-09-23,12,11,0,0.0
2024-09-24,1,156,8,4329.9
2024-09-24,2,88,3,1549.14
2024-09-24,3,46,0,0.0
2024-09-24,4,48,1,245.05
2024-09-24,5,35,2,744.61
2024-09-24,6,34,2,2079.56
2024-09-24,7,30,1,630.76
2024-09-24,8,30,1,471.12
2024-09-24,9,38,3,1491.37
2024-09-24,10,29,0,0.0
2024-09-24,11,16,1,1129.25
2024-09-24,12,10,0,0.0
2024-09-25,1,280,7,3022.2
2024-09-25,2,149,5,3563.53
2024-09-25,3,77,1,557.82
2024-09-25,4,87,1,280.69
2024-09-25,5,60,4,2225.11
2024-09-25,6,53,2,506.66
2024-09-25,7,51,0,0.0
2024-09-25,8,49,1,267.31
2024-09-25,9,68,5,3315.71
2024-09-25,10,55,3,1164.59
2024-09-25,11,29,0,0.0
2024-09-25,12,17,0,0.0
2024-09-26,1,304,11,5790.07
2024-09-26,2,207,4,1411.37
2024-09-26,3,99,1,226.25
2024-09-26,4,118,4,2594.33
2024-09-26,5,84,2,1349.21
2024-09-26,6,84,2,1303.39
2024-09-26,7,64,2,1011.28
2024-09-26,8,66,3,998.17
2024-09-26,9,87,3,1948.7
2024-09-26,10,65,1,366.92
2024-09-26,11,37,2,1168.76
2024-09-26,12,24,0,0.0
2024-09-27,1,248,5,3447.06
2024-09-27,2,125,4,2562.81
2024-09-27,3,68,4,3233.58
2024-09-27,4,76,2,2124.59
2024-09-27,5,57,0,0.0
2024-09-27,6,54,2,1049.88
2024-09-27,7,44,1,210.81
2024-09-27,8,43,2,760.96
2024-09-27,9,64,1,263.43
2024-09-27,10,37,2,1468.95
2024-09-27,11,24,0,0.0
2024-09-27,12,17,0,0.0
2024-09-28,1,303,7,3462.11
2024-09-28,2,183,5,1526.12
2024-09-28,3,97,1,547.04
2024-09-28,4,99,4,2320.29
2024-09-28,5,67,1,504.4
2024-09-28,6,68,2,516.94
2024-09-28,7,64,0,0.0
2024-09-28,8,60,2,931.64
2024-09-28,9,79,1,550.06
2024-09-28,10,55,0,0.0
2024-09-28,11,37,0,0.0
2024-09-28,12,24,0,0.0
2024-09-29,1,287,9,4750.55
2024-09-29,2,156,4,2931.7
2024-09-29,3,78,0,0.0
2024-09-29,4,79,0,0.0
2024-09-29,5,58,2,727.21
2024-09-29,6,54,2,1861.36
2024-09-29,7,45,1,718.98
2024-09-29,8,52,0,0.0
2024-09-29,9,68,2,2419.32
2024-09-29,10,43,0,0.0
2024-09-29,11,29,2,1319.0
2024-09-29,12,19,1,896.04
2024-09-30,1,179,3,1022.39
2024-09-30,2,108,3,1027.6
2024-09-30,3,51,0,0.0
2024-09-30,4,50,3,1064.82
2024-09-30,5,40,1,226.81
2024-09-30,6,37,1,281.3
2024-09-30,7,34,3,2197.42
2024-09-30,8,33,1,493.56
2024-09-30,9,42,0,0.0
2024-09-30,10,33,0,0.0
2024-09-30,11,18,1,1168.12
2024-09-30,12,13,1,494.22
2024-10-01,1,227,4,1231.58
2024-10-01,2,116,5,2352.37
2024-10-01,3,64,1,1113.72
2024-10-01,4,67,1,1147.26
2024-10-01,5,48,1,238.0
2024-10-01,6,47,2,550.6
2024-10-01,7,36,1,623.48
2024-10-01,8,34,2,432.26
2024-10-01,9,54,3,2953.37
2024-10-01,10,39,2,499.64
2024-10-01,11,23,0,0.0
2024-10-01,12,15,0,0.0
2024-10-02,1,215,7,4434.12
2024-10-02,2,99,4,2369.91
2024-10-02,3,62,2,1998.26
2024-10-02,4,50,2,824.6
2024-10-02,5,40,1,1015.4
2024-10-02,6,47,3,1279.34
2024-10-02,7,38,2,1072.31
2024-10-02,8,36,3,1630.93
2024-10-02,9,52,2,548.65
2024-10-02,10,32,0,0.0
2024-10-02,11,21,0,0.0
2024-10-02,12,13,0,0.0
2024-10-03,1,179,3,3342.82
2024-10-03,2,86,4,1838.23
2024-10-03,3,44,1,263.99
2024-10-03,4,54,7,2983.02
2024-10-03,5,34,1,270.03
2024-10-03,6,33,0,0.0
2024-10-03,7,30,2,1118.4
2024-10-03,8,27,0,0.0
2024-10-03,9,37,0,0.0
2024-10-03,10,25,2,987.43
2024-10-03,11,16,0,0.0
2024-10-03,12,10,0,0.0
2024-10-04,1,235,10,7921.27
2024-10-04,2,115,3,1960.78
2024-10-04,3,69,2,1434.06
2024-10-04,4,76,1,597.3
2024-10-04,5,49,1,1515.9
2024-10-04,6,45,0,0.0
2024-10-04,7,38,1,815.85
2024-10-04,8,41,2,1194.97
2024-10-04,9,51,1,863.32
2024-10-04,10,41,1,207.06
2024-10-04,11,26,0,0.0
2024-10-04,12,18,0,0.0
2024-10-05,1,163,7,3712.32
2024-10-05,2,82,3,1623.18
2024-10-05,3,51,0,0.0
2024-10-05,4,51,3,2016.84
2024-10-05,5,34,0,0.0
2024-10-05,6,35,0,0.0
2024-10-05,7,28,0,0.0
2024-10-05,8,27,0,0.0
2024-10-05,9,38,4,2343.64
2024-10-05,10,30,1,221.87
2024-10-05,11,17,1,217.8
2024-10-05,12,12,0,0.0
2024-10-06,1,198,4,2192.09
2024-10-06,2,107,2,1422.7
2024-10-06,3,52,2,1032.83
2024-10-06,4,53,0,0.0
2024-10-06,5,38,1,845.04
2024-10-06,6,34,1,229.4
2024-10-06,7,31,2,693.05
2024-10-06,8,33,0,0.0
2024-10-06,9,49,2,458.89
2024-10-06,10,31,0,0.0
2024-10-06,11,20,0,0.0
2024-10-06,12,12,2,484.82
2024-10-07,1,226,5,2140.68
2024-10-07,2,120,5,3147.3
2024-10-07,3,65,1,695.52
2024-10-07,4,70,1,818.16
2024-10-07,5,43,2,1405.1
2024-10-07,6,49,0,0.0
2024-10-07,7,36,2,1650.62
2024-10-07,8,40,0,0.0
2024-10-07,9,58,1,224.34
2024-10-07,10,38,1,287.75
2024-10-07,11,22,3,1428.71
2024-10-07,12,15,0,0.0
2024-10-08,1,257,7,3088.06
2024-10-08,2,137,2,772.36
2024-10-08,3,68,3,1078.9
2024-10-08,4,80,2,1066.8
2024-10-08,5,49,0,0.0
2024-10-08,6,55,3,1802.04
2024-10-08,7,38,0,0.0
2024-10-08,8,40,1,224.57
2024-10-08,9,57,0,0.0
2024-10-08,10,37,3,745.72
2024-10-08,11,25,2,671.53
2024-10-08,12,13,1,691.32
2024-10-09,1,346,1,398.8
2024-10-09,2,164,2,1697.73
2024-10-09,3,86,2,1378.48
2024-10-09,4,93,5,2230.02
2024-10-09,5,62,2,731.66
2024-10-09,6,61,1,1003.04
2024-10-09,7,49,2,1049.62
2024-10-09,8,49,2,1550.3
2024-10-09,9,77,4,1414.7
2024-10-09,10,55,1,189.58
2024-10-09,11,29,0,0.0
2024-10-09,12,22,0,0.0
2024-10-10,1,285,7,2832.1
2024-10-10,2,153,4,2129.97
2024-10-10,3,77,3,1846.56
2024-10-10,4,81,1,282.34
2024-10-10,5,58,1,1031.95
2024-10-10,6,58,0,0.0
2024-10-10,7,57,0,0.0
2024-10-10,8,48,1,412.74
2024-10-10,9,68,1,266.31
2024-10-10,10,54,3,646.85
2024-10-10,11,33,1,216.64
2024-10-10,12,19,0,0.0
2024-10-11,1,209,4,2403.24
2024-10-11,2,111,5,4891.05
2024-10-11,3,59,1,528.22
2024-10-11,4,67,0,0.0
2024-10-11,5,43,3,1440.7
2024-10-11,6,45,1,956.36
2024-10-11,7,35,1,196.8
2024-10-11,8,39,0,0.0
2024-10-11,9,52,1,238.41
2024-10-11,10,37,1,211.15
2024-10-11,11,23,0,0.0
2024-10-11,12,16,0,0.0
2024-10-12,1,145,7,5979.04
2024-10-12,2,78,3,735.26
2024-10-12,3,35,1,481.38
2024-10-12,4,44,1,243.74
2024-10-12,5,33,1,227.15
2024-10-12,6,33,0,0.0
2024-10-12,7,26,2,2578.84
2024-10-12,8,29,1,269.87
2024-10-12,9,38,1,876.4
2024-10-12,10,27,0,0.0
2024-10-12,11,17,2,769.32
2024-10-12,12,10,1,1012.04
2024-10-13,1,184,2,750.84
2024-10-13,2,89,4,2719.19
2024-10-13,3,50,1,253.05
2024-10-13,4,48,1,764.67
2024-10-13,5,38,0,0.0
2024-10-13,6,36,4,2553.57
2024-10-13,7,32,1,575.72
2024-10-13,8,33,0,0.0
2024-10-13,9,46,2,665.41
2024-10-13,10,31,2,1424.89
2024-10-13,11,20,1,427.78
2024-10-13,12,13,1,414.76
2024-10-14,1,265,3,1748.39
2024-10-14,2,139,0,0.0
2024-10-14,3,77,2,507.04
2024-10-14,4,79,2,736.23
2024-10-14,5,54,1,273.62
2024-10-14,6,53,2,1350.66
2024-10-14,7,51,0,0.0
2024-10-14,8,44,1,1035.1
2024-10-14,9,63,2,1000.48
2024-10-14,10,43,0,0.0
2024-10-14,11,27,0,0.0
2024-10-14,12,18,1,289.62
2024-10-15,1,176,10,6081.72
2024-10-15,2,89,1,477.8
2024-10-15,3,49,1,424.84
2024-10-15,4,61,1,511.26
2024-10-15,5,37,2,1088.23
2024-10-15,6,37,2,1466.02
2024-10-15,7,29,2,965.61
2024-10-15,8,31,0,0.0
2024-10-15,9,47,0,0.0
2024-10-15,10,36,0,0.0
2024-10-15,11,20,0,0.0
2024-10-15,12,12,0,0.0
2024-10-16,1,268,12,7182.28
2024-10-16,2,147,1,239.22
2024-10-16,3,83,3,2290.14
2024-10-16,4,84,2,498.83
2024-10-16,5,59,0,0.0
2024-10-16,6,61,0,0.0
2024-10-16,7,53,2,628.0
2024-10-16,8,48,1,748.89
2024-10-16,9,75,3,1621.65
2024-10-16,10,56,3,1231.29
2024-10-16,11,29,1,496.1
2024-10-16,12,18,0,0.0
2024-10-17,1,259,7,2830.37
2024-10-17,2,127,7,3543.6
2024-10-17,3,67,2,1188.81
2024-10-17,4,76,1,307.02
2024-10-17,5,49,3,780.05
2024-10-17,6,47,1,570.32
2024-10-17,7,42,0,0.0
2024-10-17,8,40,3,1860.72
2024-10-17,9,58,1,237.85
2024-10-17,10,40,1,965.0
2024-10-17,11,24,0,0.0
2024-10-17,12,17,0,0.0
2024-10-18,1,196,3,683.14
2024-10-18,2,102,4,2494.98
2024-10-18,3,55,0,0.0
2024-10-18,4,54,0,0.0
2024-10-18,5,45,2,505.17
2024-10-18,6,40,2,1147.33
2024-10-18,7,34,0,0.0
2024-10-18,8,32,0,0.0
2024-10-18,9,50,2,653.87
2024-10-18,10,36,1,220.82
2024-10-18,11,20,0,0.0
2024-10-18,12,12,1,211.96
2024-10-19,1,257,8,5341.99
2024-10-19,2,131,4,2391.11
2024-10-19,3,72,1,221.28
2024-10-19,4,84,2,662.79
2024-10-19,5,57,0,0.0
2024-10-19,6,51,3,2885.73
2024-10-19,7,47,2,1292.47
2024-10-19,8,42,2,404.19
2024-10-19,9,66,0,0.0
2024-10-19,10,44,1,847.48
2024-10-19,11,28,0,0.0
2024-10-19,12,16,0,0.0
2024-10-20,1,230,11,4899.05
2024-10-20,2,127,2,1101.63
2024-10-20,3,70,1,259.51
2024-10-20,4,76,1,197.7
2024-10-20,5,49,1,268.29
2024-10-20,6,53,2,1193.44
2024-10-20,7,51,1,589.92
2024-10-20,8,43,1,275.35
2024-10-20,9,59,1,972.12
2024-10-20,10,42,4,1641.82
2024-10-20,11,25,0,0.0
2024-10-20,12,16,0,0.0
2024-10-21,1,269,6,2771.44
2024-10-21,2,133,2,884.78
2024-10-21,3,70,0,0.0
2024-10-21,4,73,2,1790.12
2024-10-21,5,57,1,1018.96
2024-10-21,6,57,1,179.23
2024-10-21,7,49,1,269.71
2024-10-21,8,47,1,875.4
2024-10-21,9,58,0,0.0
2024-10-21,10,47,1,135.36
2024-10-21,11,26,1,471.76
2024-10-21,12,17,0,0.0
2024-10-22,1,127,4,1849.51
2024-10-22,2,68,1,218.54
2024-10-22,3,37,1,288.41
2024-10-22,4,42,3,1696.17
2024-10-22,5,29,2,463.65
2024-10-22,6,28,2,1660.41
2024-10-22,7,23,0,0.0
2024-10-22,8,20,0,0.0
2024-10-22,9,28,2,365.08
2024-10-22,10,24,0,0.0
2024-10-22,11,13,0,0.0
2024-10-22,12,9,1,262.78
2024-10-23,1,237,7,4902.29
2024-10-23,2,114,3,2650.52
2024-10-23,3,62,1,177.02
2024-10-23,4,70,4,1127.5
2024-10-23,5,40,2,661.99
2024-10-23,6,48,0,0.0
2024-10-23,7,37,1,423.42
2024-10-23,8,36,0,0.0
2024-10-23,9,57,2,1515.58
2024-10-23,10,40,0,0.0
2024-10-23,11,22,1,2142.36
2024-10-23,12,15,1,465.96
2024-10-24,1,209,3,1413.19
2024-10-24,2,116,1,227.17
2024-10-24,3,52,1,151.32
2024-10-24,4,56,2,1159.49
2024-10-24,5,41,2,676.88
2024-10-24,6,43,0,0.0
2024-10-24,7,31,1,1141.56
2024-10-24,8,37,2,525.07
2024-10-24,9,47,4,2153.22
2024-10-24,10,34,0,0.0
2024-10-24,11,20,1,201.7
2024-10-24,12,13,0,0.0
2024-10-25,1,225,6,2625.3
2024-10-25,2,116,1,546.0
2024-10-25,3,68,2,640.59
2024-10-25,4,82,4,1838.62
2024-10-25,5,46,0,0.0
2024-10-25,6,55,2,1028.06
2024-10-25,7,43,0,0.0
2024-10-25,8,40,2,850.52
2024-10-25,9,58,3,2715.82
2024-10-25,10,42,0,0.0
2024-10-25,11,25,0,0.0
2024-10-25,12,17,0,0.0
2024-10-26,1,188,4,2745.37
2024-10-26,2,105,2,2246.44
2024-10-26,3,48,2,1009.79
2024-10-26,4,69,1,219.62
2024-10-26,5,45,2,471.83
2024-10-26,6,44,0,0.0
2024-10-26,7,34,0,0.0
2024-10-26,8,37,0,0.0
2024-10-26,9,53,1,567.84
2024-10-26,10,34,2,868.46
2024-10-26,11,21,1,821.68
2024-10-26,12,14,2,921.23
2024-10-27,1,231,7,4495.15
2024-10-27,2,117,1,207.72
2024-10-27,3,74,2,700.29
2024-10-27,4,76,1,251.77
2024-10-27,5,49,1,416.38
2024-10-27,6,59,2,938.63
2024-10-27,7,41,0,0.0
2024-10-27,8,41,1,1011.84
2024-10-27,9,52,1,484.2
2024-10-27,10,38,1,382.88
2024-10-27,11,25,0,0.0
2024-10-27,12,14,1,144.19
2024-10-28,1,249,10,5456.65
2024-10-28,2,137,2,1264.93
2024-10-28,3,68,2,1048.18
2024-10-28,4,77,1,219.0
2024-10-28,5,56,0,0.0
2024-10-28,6,55,4,2179.41
2024-10-28,7,43,1,461.76
2024-10-28,8,47,0,0.0
2024-10-28,9,63,4,1332.31
2024-10-28,10,45,0,0.0
2024-10-28,11,29,1,234.83
2024-10-28,12,18,0,0.0
2024-10-29,1,211,7,4278.81
2024-10-29,2,122,7,2112.49
2024-10-29,3,61,3,1793.68
2024-10-29,4,59,2,980.12
2024-10-29,5,44,2,1344.01
2024-10-29,6,47,1,1497.96
2024-10-29,7,40,1,444.4
2024-10-29,8,42,1,581.85
2024-10-29,9,53,2,1180.44
2024-10-29,10,38,0,0.0
2024-10-29,11,23,1,208.59
2024-10-29,12,14,2,639.58
2024-10-30,1,205,8,4872.64
2024-10-30,2,81,5,3207.25
2024-10-30,3,48,0,0.0
2024-10-30,4,64,2,672.52
2024-10-30,5,39,0,0.0
2024-10-30,6,37,0,0.0
2024-10-30,7,36,2,560.63
2024-10-30,8,33,0,0.0
2024-10-30,9,46,1,942.08
2024-10-30,10,33,0,0.0
2024-10-30,11,18,1,700.68
2024-10-30,12,12,0,0.0
2024-10-31,1,149,5,2267.5
2024-10-31,2,90,2,521.69
2024-10-31,3,44,0,0.0
2024-10-31,4,50,2,672.24
2024-10-31,5,35,0,0.0
2024-10-31,6,33,0,0.0
2024-10-31,7,27,0,0.0
2024-10-31,8,28,0,0.0
2024-10-31,9,40,1,539.92
2024-10-31,10,32,1,605.13
2024-10-31,11,15,0,0.0
2024-10-31,12,11,0,0.0
2024-11-01,1,207,3,970.3
2024-11-01,2,105,2,950.98
2024-11-01,3,54,3,1929.03
2024-11-01,4,59,2,757.69
2024-11-01,5,41,2,1207.39
2024-11-01,6,40,2,573.13
2024-11-01,7,30,2,375.55
2024-11-01,8,33,0,0.0
2024-11-01,9,48,1,196.64
2024-11-01,10,33,2,650.38
2024-11-01,11,20,1,917.8
2024-11-01,12,13,0,0.0
2024-11-02,1,421,12,4310.98
2024-11-02,2,207,4,1254.03
2024-11-02,3,110,1,201.68
2024-11-02,4,119,4,2186.08
2024-11-02,5,86,2,757.54
2024-11-02,6,76,3,1398.85
2024-11-02,7,64,1,1048.96
2024-11-02,8,72,0,0.0
2024-11-02,9,93,2,568.49
2024-11-02,10,68,0,0.0
2024-11-02,11,44,0,0.0
2024-11-02,12,28,1,491.42
2024-11-03,1,117,3,645.5
2024-11-03,2,55,2,1773.94
2024-11-03,3,30,1,344.26
2024-11-03,4,38,0,0.0
2024-11-03,5,22,2,400.79
2024-11-03,6,24,1,916.48
2024-11-03,7,21,1,312.34
2024-11-03,8,20,2,1013.1
2024-11-03,9,23,1,942.6
2024-11-03,10,21,0,0.0
2024-11-03,11,11,0,0.0
2024-11-03,12,7,0,0.0
2024-11-04,1,176,4,1873.78
2024-11-04,2,97,2,1077.82
2024-11-04,3,48,1,212.96
2024-11-04,4,58,1,997.36
2024-11-04,5,39,3,1413.02
2024-11-04,6,35,1,223.91
2024-11-04,7,34,2,1513.52
2024-11-04,8,32,2,1284.86
2024-11-04,9,44,2,1156.53
2024-11-04,10,32,0,0.0
2024-11-04,11,18,1,478.98
2024-11-04,12,12,0,0.0
2024-11-05,1,164,4,2635.42
2024-11-05,2,90,2,806.62
2024-11-05,3,49,3,1444.33
2024-11-05,4,62,2,922.31
2024-11-05,5,40,1,945.12
2024-11-05,6,37,0,0.0
2024-11-05,7,31,0,0.0
2024-11-05,8,31,0,0.0
2024-11-05,9,45,0,0.0
2024-11-05,10,33,1,319.68
2024-11-05,11,18,0,0.0
2024-11-05,12,12,1,687.51
2024-11-06,1,233,5,2433.67
2024-11-06,2,119,2,803.27
2024-11-06,3,65,2,378.45
2024-11-06,4,77,2,681.5
2024-11-06,5,52,2,1360.52
2024-11-06,6,44,2,2021.02
2024-11-06,7,39,0,0.0
2024-11-06,8,39,0,0.0
2024-11-06,9,55,4,895.63
2024-11-06,10,41,0,0.0
2024-11-06,11,23,2,631.08
