date,channel_id,sessions,users,bookings,revenue,spend,impressions,clicks
2024-09-08,4,71,60,2,1089.07,0.0,0,0
2024-09-08,5,24,20,0,0.0,0.0,0,0
2024-09-08,6,0,0,9,7040.59,0.0,0,0
2024-09-08,7,132,112,2,1806.9,0.0,0,0
2024-09-09,1,225,184,3,3345.76,0.0,0,0
2024-09-09,2,150,117,3,2128.32,277.63,3476,146
2024-09-09,3,17,14,0,0.0,0.0,0,0
2024-09-09,4,76,60,2,2234.87,0.0,0,0
2024-09-09,5,24,18,0,0.0,0.0,0,0
2024-09-09,6,0,0,9,5921.84,0.0,0,0
2024-09-09,7,20,15,0,0.0,0.0,0,0
2024-09-10,1,279,238,5,4054.35,0.0,0,0
2024-09-10,2,178,152,4,2435.24,249.37,3119,131
2024-09-10,3,17,13,0,0.0,0.0,0,0
2024-09-10,4,54,44,1,276.38,0.0,0,0
2024-09-10,5,111,95,3,1762.36,0.0,0,0
2024-09-10,6,0,0,6,3672.37,0.0,0,0
2024-09-10,7,134,112,2,565.58,0.0,0,0
2024-09-11,1,549,449,10,9125.6,0.0,0,0
2024-09-11,2,83,68,1,295.88,187.76,2333,98
2024-09-11,3,474,381,4,3183.57,0.0,0,0
2024-09-11,4,142,115,5,2858.77,0.0,0,0
2024-09-11,5,54,44,1,119.0,0.0,0,0
2024-09-11,6,0,0,2,622.18,0.0,0,0
2024-09-11,7,20,15,0,0.0,0.0,0,0
2024-09-12,1,512,432,10,6395.97,0.0,0,0
2024-09-12,2,277,236,7,3953.95,271.95,3404,143
2024-09-12,3,138,118,1,913.86,0.0,0,0
2024-09-12,4,54,44,1,280.77,0.0,0,0
2024-09-12,5,77,64,2,1070.54,0.0,0,0
2024-09-12,6,0,0,13,7874.86,0.0,0,0
2024-09-12,7,76,63,1,951.96,0.0,0,0
2024-09-13,1,346,294,6,2082.55,0.0,0,0
2024-09-13,2,108,86,2,1074.91,317.6,3976,167
2024-09-13,3,124,106,1,818.7,0.0,0,0
2024-09-13,4,118,101,4,2044.08,0.0,0,0
2024-09-13,5,58,46,1,676.77,0.0,0,0
2024-09-13,6,0,0,4,1630.38,0.0,0,0
2024-09-13,7,182,154,3,2502.55,0.0,0,0
2024-09-14,1,314,260,5,2946.73,0.0,0,0
2024-09-14,2,78,63,1,669.3,278.29,3476,146
2024-09-14,3,141,115,1,300.91,0.0,0,0
2024-09-14,4,50,39,1,242.31,0.0,0,0
2024-09-14,5,49,40,1,476.66,0.0,0,0
2024-09-14,6,0,0,8,4977.12,0.0,0,0
2024-09-14,7,79,66,1,1488.6,0.0,0,0
2024-09-15,1,611,506,13,7066.45,0.0,0,0
2024-09-15,2,242,189,6,3376.37,269.52,3357,141
2024-09-15,3,132,107,1,328.88,0.0,0,0
2024-09-15,4,89,72,3,815.71,0.0,0,0
2024-09-15,5,51,42,1,428.9,0.0,0,0
2024-09-15,6,0,0,6,3622.38,0.0,0,0
2024-09-15,7,128,107,2,1824.81,0.0,0,0
2024-09-16,1,415,329,9,4415.58,0.0,0,0
2024-09-16,2,144,112,3,2868.66,177.65,2214,93
2024-09-16,3,139,109,1,2469.78,0.0,0,0
2024-09-16,4,108,87,4,1085.96,0.0,0,0
2024-09-16,5,105,86,3,930.78,0.0,0,0
2024-09-16,6,0,0,11,4547.12,0.0,0,0
2024-09-16,7,131,104,2,807.24,0.0,0,0
2024-09-17,1,203,169,3,3953.16,0.0,0,0
2024-09-17,2,200,170,5,1703.49,337.14,4214,177
2024-09-17,3,257,215,2,451.29,0.0,0,0
2024-09-17,4,133,111,5,2627.22,0.0,0,0
2024-09-17,5,50,39,1,475.54,0.0,0,0
2024-09-17,6,0,0,9,5418.74,0.0,0,0
2024-09-17,7,20,16,0,0.0,0.0,0,0
2024-09-18,1,327,274,6,4302.47,0.0,0,0
2024-09-18,2,238,202,7,3480.2,309.98,3880,163
2024-09-18,3,16,13,0,0.0,0.0,0,0
2024-09-18,4,85,72,3,1835.95,0.0,0,0
2024-09-18,5,23,18,0,0.0,0.0,0,0
2024-09-18,6,0,0,7,3950.8,0.0,0,0
2024-09-18,7,20,16,0,0.0,0.0,0,0
2024-09-19,1,297,237,6,3054.12,0.0,0,0
2024-09-19,2,266,212,7,3088.03,226.94,2833,119
2024-09-19,3,234,198,2,1586.33,0.0,0,0
2024-09-19,4,30,24,0,0.0,0.0,0,0
2024-09-19,5,23,18,0,0.0,0.0,0,0
2024-09-19,6,0,0,8,4751.83,0.0,0,0
2024-09-19,7,127,107,2,1274.8,0.0,0,0
2024-09-20,1,459,375,9,5392.5,0.0,0,0
2024-09-20,2,176,143,4,2244.67,270.91,3380,142
2024-09-20,3,16,13,0,0.0,0.0,0,0
2024-09-20,4,104,87,4,1019.02,0.0,0,0
2024-09-20,5,53,42,1,446.22,0.0,0,0
2024-09-20,6,0,0,8,2820.54,0.0,0,0
2024-09-20,7,20,16,0,0.0,0.0,0,0
2024-09-21,1,398,325,8,3558.85,0.0,0,0
2024-09-21,2,368,313,9,3983.8,277.76,3476,146
2024-09-21,3,133,108,1,567.36,0.0,0,0
2024-09-21,4,70,56,2,1296.3,0.0,0,0
2024-09-21,5,23,19,0,0.0,0.0,0,0
2024-09-21,6,0,0,11,5627.61,0.0,0,0
2024-09-21,7,172,142,3,1340.97,0.0,0,0
2024-09-22,1,130,101,1,826.47,0.0,0,0
2024-09-22,2,78,61,1,498.4,256.48,3190,134
2024-09-22,3,16,12,0,0.0,0.0,0,0
2024-09-22,4,29,24,0,0.0,0.0,0,0
2024-09-22,5,141,113,5,3214.27,0.0,0,0
2024-09-22,6,0,0,7,2992.37,0.0,0,0
2024-09-22,7,68,58,1,555.66,0.0,0,0
2024-09-23,1,201,166,3,1795.11,0.0,0,0
2024-09-23,2,180,141,4,2390.62,271.81,3404,143
2024-09-23,3,16,13,0,0.0,0.0,0,0
2024-09-23,4,51,41,1,299.57,0.0,0,0
2024-09-23,5,23,18,0,0.0,0.0,0,0
2024-09-23,6,0,0,7,4100.06,0.0,0,0
2024-09-23,7,170,144,3,2852.24,0.0,0,0
2024-09-24,1,354,285,7,3310.54,0.0,0,0
2024-09-24,2,108,85,2,1250.35,207.69,2595,109
2024-09-24,3,16,13,0,0.0,0.0,0,0
2024-09-24,4,48,37,1,471.12,0.0,0,0
2024-09-24,5,23,18,0,0.0,0.0,0,0
2024-09-24,6,0,0,12,7638.75,0.0,0,0
2024-09-24,7,19,15,0,0.0,0.0,0,0
2024-09-25,1,391,319,7,3833.56,0.0,0,0
2024-09-25,2,200,160,5,2360.32,211.61,2642,111
2024-09-25,3,16,12,0,0.0,0.0,0,0
2024-09-25,4,67,56,2,506.66,0.0,0,0
2024-09-25,5,166,133,5,2824.43,0.0,0,0
2024-09-25,6,0,0,8,4159.42,0.0,0,0
2024-09-25,7,139,110,2,1219.23,0.0,0,0
2024-09-26,1,535,447,9,4951.08,0.0,0,0
2024-09-26,2,244,203,6,3489.45,266.18,3333,140
2024-09-26,3,323,268,2,1603.62,0.0,0,0
2024-09-26,4,73,59,2,484.65,0.0,0,0
2024-09-26,5,100,85,3,917.32,0.0,0,0
2024-09-26,6,0,0,13,6722.33,0.0,0,0
2024-09-26,7,19,16,0,0.0,0.0,0,0
2024-09-27,1,382,307,7,5698.48,0.0,0,0
2024-09-27,2,150,127,3,1917.76,283.57,3547,149
2024-09-27,3,124,105,1,717.24,0.0,0,0
2024-09-27,4,29,24,0,0.0,0.0,0,0
2024-09-27,5,102,81,3,2116.52,0.0,0,0
2024-09-27,6,0,0,8,4397.54,0.0,0,0
2024-09-27,7,82,68,1,274.53,0.0,0,0
2024-09-28,1,414,335,8,2929.06,0.0,0,0
2024-09-28,2,103,83,2,1280.53,261.64,3261,137
2024-09-28,3,334,269,3,1282.51,0.0,0,0
2024-09-28,4,88,73,3,898.85,0.0,0,0
2024-09-28,5,74,61,2,1821.59,0.0,0,0
2024-09-28,6,0,0,3,1056.56,0.0,0,0
2024-09-28,7,129,100,2,1089.5,0.0,0,0
2024-09-29,1,338,265,6,5474.04,0.0,0,0
2024-09-29,2,209,164,5,2113.2,199.29,2476,104
2024-09-29,3,279,238,2,515.1,0.0,0,0
2024-09-29,4,29,23,0,0.0,0.0,0,0
2024-09-29,5,50,39,1,202.46,0.0,0,0
2024-09-29,6,0,0,8,6600.38,0.0,0,0
2024-09-29,7,75,59,1,718.98,0.0,0,0
2024-09-30,1,245,191,4,1882.82,0.0,0,0
2024-09-30,2,280,224,7,3992.94,215.92,2690,113
2024-09-30,3,16,13,0,0.0,0.0,0,0
2024-09-30,4,48,40,1,226.81,0.0,0,0
2024-09-30,5,52,44,1,281.3,0.0,0,0
2024-09-30,6,0,0,4,1592.37,0.0,0,0
2024-09-30,7,19,15,0,0.0,0.0,0,0
2024-10-01,1,358,285,7,2936.04,0.0,0,0
2024-10-01,2,79,65,1,274.47,363.7,4547,191
2024-10-01,3,15,12,0,0.0,0.0,0,0
2024-10-01,4,72,58,2,894.7,0.0,0,0
2024-10-01,5,111,90,3,1794.96,0.0,0,0
2024-10-01,6,0,0,7,3248.97,0.0,0,0
2024-10-01,7,126,99,2,1993.14,0.0,0,0
2024-10-02,1,301,237,5,3727.5,0.0,0,0
2024-10-02,2,107,87,2,500.56,152.73,1904,80
2024-10-02,3,15,11,0,0.0,0.0,0,0
2024-10-02,4,90,71,3,1205.48,0.0,0,0
2024-10-02,5,80,66,2,477.89,0.0,0,0
2024-10-02,6,0,0,12,7898.18,0.0,0,0
2024-10-02,7,125,99,2,1363.91,0.0,0,0
2024-10-03,1,288,238,5,4482.63,0.0,0,0
2024-10-03,2,105,84,2,1006.19,172.0,2142,90
2024-10-03,3,15,12,0,0.0,0.0,0,0
2024-10-03,4,28,24,0,0.0,0.0,0,0
2024-10-03,5,22,18,0,0.0,0.0,0,0
2024-10-03,6,0,0,11,4823.44,0.0,0,0
2024-10-03,7,104,85,2,491.66,0.0,0,0
2024-10-04,1,407,338,8,7215.58,0.0,0,0
2024-10-04,2,112,87,2,1085.77,216.77,2714,114
2024-10-04,3,15,12,0,0.0,0.0,0,0
2024-10-04,4,134,105,5,3700.44,0.0,0,0
2024-10-04,5,49,41,1,597.3,0.0,0,0
2024-10-04,6,0,0,4,2279.08,0.0,0,0
2024-10-04,7,123,102,2,1632.34,0.0,0,0
2024-10-05,1,207,169,3,1611.96,0.0,0,0
2024-10-05,2,76,61,1,268.67,258.96,3238,136
2024-10-05,3,131,110,1,334.72,0.0,0,0
2024-10-05,4,135,109,5,2087.55,0.0,0,0
2024-10-05,5,22,18,0,0.0,0.0,0,0
2024-10-05,6,0,0,9,5832.75,0.0,0,0
2024-10-05,7,18,15,0,0.0,0.0,0,0
2024-10-06,1,311,254,6,2779.17,0.0,0,0
2024-10-06,2,149,123,3,1317.23,277.66,3476,146
2024-10-06,3,134,110,1,602.26,0.0,0,0
2024-10-06,4,28,22,0,0.0,0.0,0,0
2024-10-06,5,21,17,0,0.0,0.0,0,0
2024-10-06,6,0,0,6,2660.16,0.0,0,0
2024-10-06,7,18,14,0,0.0,0.0,0,0
2024-10-07,1,390,311,7,4762.39,0.0,0,0
2024-10-07,2,127,105,3,1320.88,272.09,3404,143
2024-10-07,3,15,12,0,0.0,0.0,0,0
2024-10-07,4,96,78,3,1890.95,0.0,0,0
2024-10-07,5,49,40,1,195.55,0.0,0,0
2024-10-07,6,0,0,5,2617.37,0.0,0,0
2024-10-07,7,117,99,2,1011.04,0.0,0,0
2024-10-08,1,555,451,11,4494.38,0.0,0,0
2024-10-08,2,133,110,3,872.35,219.81,2738,115
2024-10-08,3,15,12,0,0.0,0.0,0,0
2024-10-08,4,47,39,1,421.5,0.0,0,0
2024-10-08,5,51,40,1,624.6,0.0,0,0
2024-10-08,6,0,0,8,3728.47,0.0,0,0
2024-10-08,7,18,14,0,0.0,0.0,0,0
2024-10-09,1,289,248,5,2742.55,0.0,0,0
2024-10-09,2,210,170,5,2954.21,277.19,3452,145
2024-10-09,3,250,213,2,729.68,0.0,0,0
2024-10-09,4,82,64,3,1652.6,0.0,0,0
2024-10-09,5,21,17,0,0.0,0.0,0,0
2024-10-09,6,0,0,4,2895.9,0.0,0,0
2024-10-09,7,203,171,3,668.99,0.0,0,0
2024-10-10,1,240,197,4,2162.91,0.0,0,0
2024-10-10,2,238,203,6,3789.54,270.07,3380,142
2024-10-10,3,253,215,2,484.94,0.0,0,0
2024-10-10,4,48,37,1,596.84,0.0,0,0
2024-10-10,5,52,40,1,430.24,0.0,0,0
2024-10-10,6,0,0,5,1240.99,0.0,0,0
2024-10-10,7,176,150,3,960.0,0.0,0,0
2024-10-11,1,286,227,5,2036.21,0.0,0,0
2024-10-11,2,166,141,4,3789.85,288.49,3595,151
2024-10-11,3,145,121,1,818.01,0.0,0,0
2024-10-11,4,46,36,1,861.48,0.0,0,0
2024-10-11,5,21,16,0,0.0,0.0,0,0
2024-10-11,6,0,0,5,3077.33,0.0,0,0
2024-10-11,7,74,63,1,283.05,0.0,0,0
2024-10-12,1,291,244,5,2929.85,0.0,0,0
2024-10-12,2,144,113,3,3663.12,299.41,3738,157
2024-10-12,3,15,12,0,0.0,0.0,0,0
2024-10-12,4,27,22,0,0.0,0.0,0,0
2024-10-12,5,47,37,1,260.37,0.0,0,0
2024-10-12,6,0,0,11,6319.7,0.0,0,0
2024-10-12,7,18,14,0,0.0,0.0,0,0
2024-10-13,1,167,141,2,944.06,0.0,0,0
2024-10-13,2,177,140,4,2612.25,216.13,2690,113
2024-10-13,3,150,125,1,280.99,0.0,0,0
2024-10-13,4,87,67,3,1307.93,0.0,0,0
2024-10-13,5,50,39,1,846.28,0.0,0,0
2024-10-13,6,0,0,8,4558.37,0.0,0,0
2024-10-13,7,17,13,0,0.0,0.0,0,0
2024-10-14,1,255,200,4,2273.39,0.0,0,0
2024-10-14,2,104,83,2,478.62,250.87,3142,132
2024-10-14,3,280,223,2,724.1,0.0,0,0
2024-10-14,4,26,21,0,0.0,0.0,0,0
2024-10-14,5,48,40,1,1081.3,0.0,0,0
2024-10-14,6,0,0,2,708.23,0.0,0,0
2024-10-14,7,189,161,3,1675.5,0.0,0,0
2024-10-15,1,201,168,3,1983.59,0.0,0,0
2024-10-15,2,133,106,3,1108.97,168.43,2095,88
2024-10-15,3,135,107,1,872.04,0.0,0,0
2024-10-15,4,88,70,3,1675.03,0.0,0,0
2024-10-15,5,75,58,2,1646.92,0.0,0,0
2024-10-15,6,0,0,7,3728.93,0.0,0,0
2024-10-15,7,17,13,0,0.0,0.0,0,0
2024-10-16,1,318,272,6,2937.49,0.0,0,0
2024-10-16,2,263,207,7,2911.39,293.48,3666,154
2024-10-16,3,130,103,1,219.69,0.0,0,0
2024-10-16,4,50,39,1,867.28,0.0,0,0
2024-10-16,5,66,52,2,1453.34,0.0,0,0
2024-10-16,6,0,0,7,4014.35,0.0,0,0
2024-10-16,7,220,175,4,2532.86,0.0,0,0
2024-10-17,1,378,300,7,2610.4,0.0,0,0
2024-10-17,2,145,122,3,860.14,186.49,2333,98
2024-10-17,3,148,115,1,763.29,0.0,0,0
2024-10-17,4,71,57,2,982.51,0.0,0,0
2024-10-17,5,97,82,3,2244.56,0.0,0,0
2024-10-17,6,0,0,10,4822.84,0.0,0,0
2024-10-17,7,17,14,0,0.0,0.0,0,0
2024-10-18,1,304,258,6,2704.44,0.0,0,0
2024-10-18,2,74,60,1,196.63,172.57,2142,90
2024-10-18,3,146,123,1,244.54,0.0,0,0
2024-10-18,4,61,51,2,615.84,0.0,0,0
2024-10-18,5,20,16,0,0.0,0.0,0,0
2024-10-18,6,0,0,4,1943.86,0.0,0,0
2024-10-18,7,69,55,1,211.96,0.0,0,0
2024-10-19,1,391,330,7,5189.67,0.0,0,0
2024-10-19,2,98,78,2,771.89,253.96,3166,133
2024-10-19,3,248,194,2,485.45,0.0,0,0
2024-10-19,4,48,39,1,178.99,0.0,0,0
2024-10-19,5,48,37,1,1786.32,0.0,0,0
2024-10-19,6,0,0,9,4841.28,0.0,0,0
2024-10-19,7,67,54,1,793.44,0.0,0,0
2024-10-20,1,283,224,5,2457.83,0.0,0,0
2024-10-20,2,243,208,6,2623.44,359.3,4500,189
2024-10-20,3,140,119,1,563.2,0.0,0,0
2024-10-20,4,67,54,2,450.39,0.0,0,0
2024-10-20,5,45,37,1,409.26,0.0,0,0
2024-10-20,6,0,0,9,4304.25,0.0,0,0
2024-10-20,7,68,54,1,590.46,0.0,0,0
2024-10-21,1,166,131,2,937.6,0.0,0,0
2024-10-21,2,70,59,1,233.46,275.81,3452,145
2024-10-21,3,409,347,3,1267.43,0.0,0,0
2024-10-21,4,25,20,0,0.0,0.0,0,0
2024-10-21,5,113,95,3,1539.44,0.0,0,0
2024-10-21,6,0,0,5,3279.96,0.0,0,0
2024-10-21,7,124,103,2,1138.87,0.0,0,0
2024-10-22,1,197,158,3,1394.18,0.0,0,0
2024-10-22,2,39,32,0,0.0,263.88,3285,138
2024-10-22,3,121,99,1,729.36,0.0,0,0
2024-10-22,4,48,41,1,556.89,0.0,0,0
2024-10-22,5,46,36,1,208.42,0.0,0,0
2024-10-22,6,0,0,10,3915.7,0.0,0,0
2024-10-22,7,16,12,0,0.0,0.0,0,0
2024-10-23,1,408,332,8,6347.56,0.0,0,0
2024-10-23,2,73,58,1,417.7,286.59,3571,150
2024-10-23,3,136,116,1,236.68,0.0,0,0
2024-10-23,4,25,20,0,0.0,0.0,0,0
2024-10-23,5,68,53,2,1987.76,0.0,0,0
2024-10-23,6,0,0,9,4578.9,0.0,0,0
2024-10-23,7,76,61,1,498.04,0.0,0,0
2024-10-24,1,197,167,3,1081.59,0.0,0,0
2024-10-24,2,138,112,3,1594.74,264.96,3309,139
2024-10-24,3,248,193,2,506.66,0.0,0,0
2024-10-24,4,25,20,0,0.0,0.0,0,0
2024-10-24,5,19,16,0,0.0,0.0,0,0
2024-10-24,6,0,0,8,4008.61,0.0,0,0
2024-10-24,7,70,59,1,458.0,0.0,0,0
2024-10-25,1,116,97,1,199.94,0.0,0,0
2024-10-25,2,156,122,4,1938.78,246.12,3071,129
2024-10-25,3,388,310,3,1281.97,0.0,0,0
2024-10-25,4,147,120,6,4521.02,0.0,0,0
2024-10-25,5,19,15,0,0.0,0.0,0,0
2024-10-25,6,0,0,6,2303.2,0.0,0,0
2024-10-25,7,16,12,0,0.0,0.0,0,0
2024-10-26,1,293,237,5,2154.95,0.0,0,0
2024-10-26,2,38,32,0,0.0,237.33,2952,124
2024-10-26,3,144,114,1,567.84,0.0,0,0
2024-10-26,4,81,67,3,2441.6,0.0,0,0
2024-10-26,5,43,36,1,232.52,0.0,0,0
2024-10-26,6,0,0,5,2199.15,0.0,0,0
2024-10-26,7,122,99,2,2276.2,0.0,0,0
2024-10-27,1,238,198,4,1273.07,0.0,0,0
2024-10-27,2,205,168,5,3287.14,205.07,2547,107
2024-10-27,3,267,208,2,1474.12,0.0,0,0
2024-10-27,4,24,20,0,0.0,0.0,0,0
2024-10-27,5,19,15,0,0.0,0.0,0,0
2024-10-27,6,0,0,6,2756.05,0.0,0,0
2024-10-27,7,78,62,1,242.67,0.0,0,0
2024-10-28,1,306,259,6,2861.38,0.0,0,0
2024-10-28,2,304,255,8,4500.31,278.28,3476,146
2024-10-28,3,138,110,1,773.22,0.0,0,0
2024-10-28,4,65,51,2,367.25,0.0,0,0
2024-10-28,5,18,15,0,0.0,0.0,0,0
2024-10-28,6,0,0,7,3521.41,0.0,0,0
2024-10-28,7,65,52,1,173.5,0.0,0,0
2024-10-29,1,308,260,6,2806.97,0.0,0,0
2024-10-29,2,130,107,3,1597.52,272.04,3404,143
2024-10-29,3,135,105,1,432.6,0.0,0,0
2024-10-29,4,93,72,3,1776.37,0.0,0,0
2024-10-29,5,75,61,2,1661.6,0.0,0,0
2024-10-29,6,0,0,14,6786.87,0.0,0,0
2024-10-29,7,16,13,0,0.0,0.0,0,0
2024-10-30,1,286,224,5,2745.71,0.0,0,0
2024-10-30,2,169,134,4,2399.01,242.69,3023,127
2024-10-30,3,13,10,0,0.0,0.0,0,0
2024-10-30,4,66,52,2,1654.34,0.0,0,0
2024-10-30,5,46,36,1,545.24,0.0,0,0
2024-10-30,6,0,0,6,2910.82,0.0,0,0
2024-10-30,7,72,58,1,700.68,0.0,0,0
2024-10-31,1,149,124,2,998.18,0.0,0,0
2024-10-31,2,103,82,2,843.24,192.26,2404,101
2024-10-31,3,128,100,1,814.16,0.0,0,0
2024-10-31,4,104,83,4,1115.53,0.0,0,0
2024-10-31,5,18,15,0,0.0,0.0,0,0
2024-10-31,6,0,0,1,230.24,0.0,0,0
2024-10-31,7,66,55,1,605.13,0.0,0,0
2024-11-01,1,316,254,6,1801.99,0.0,0,0
2024-11-01,2,105,85,2,1357.42,265.54,3309,139
2024-11-01,3,13,10,0,0.0,0.0,0,0
2024-11-01,4,100,78,4,1761.36,0.0,0,0
2024-11-01,5,79,66,2,784.48,0.0,0,0
2024-11-01,6,0,0,5,2678.78,0.0,0,0
2024-11-01,7,61,52,1,144.86,0.0,0,0
2024-11-02,1,256,201,4,1525.28,0.0,0,0
2024-11-02,2,165,128,4,1425.36,226.12,2833,119
2024-11-02,3,525,441,4,1424.95,0.0,0,0
2024-11-02,4,99,80,3,851.53,0.0,0,0
2024-11-02,5,74,59,2,905.2,0.0,0,0
2024-11-02,6,0,0,9,4838.78,0.0,0,0
2024-11-02,7,245,210,4,1246.93,0.0,0,0
2024-11-03,1,150,119,2,483.82,0.0,0,0
2024-11-03,2,35,27,0,0.0,212.06,2642,111
2024-11-03,3,132,112,1,218.38,0.0,0,0
2024-11-03,4,23,18,0,0.0,0.0,0,0
2024-11-03,5,47,38,1,916.48,0.0,0,0
2024-11-03,6,0,0,9,4730.33,0.0,0,0
2024-11-03,7,15,12,0,0.0,0.0,0,0
2024-11-04,1,193,157,3,2153.94,0.0,0,0
2024-11-04,2,106,82,2,424.37,0.0,0,0
2024-11-04,3,118,98,1,1071.0,0.0,0,0
2024-11-04,4,116,96,4,1559.73,0.0,0,0
2024-11-04,5,70,59,2,932.72,0.0,0,0
2024-11-04,6,0,0,7,4090.98,0.0,0,0
2024-11-04,7,15,12,0,0.0,0.0,0,0
2024-11-05,1,250,196,4,1324.75,0.0,0,0
2024-11-05,2,70,59,1,961.75,0.0,0,0
2024-11-05,3,12,9,0,0.0,0.0,0,0
2024-11-05,4,84,70,3,1141.53,0.0,0,0
2024-11-05,5,79,62,2,2065.32,0.0,0,0
2024-11-05,6,0,0,2,1662.48,0.0,0,0
2024-11-05,7,136,109,2,605.16,0.0,0,0
2024-11-06,1,213,173,4,1525.17,0.0,0,0
2024-11-06,2,65,52,1,222.59,0.0,0,0
2024-11-06,3,245,198,2,380.86,0.0,0,0
2024-11-06,4,59,47,2,1270.92,0.0,0,0
2024-11-06,5,107,91,3,2337.11,0.0,0,0
2024-11-06,6,0,0,7,1915.49,0.0,0,0
2024-11-06,7,137,107,2,1553.0,0.0,0,0
2024-11-07,1,134,110,2,1142.68,0.0,0,0
2024-11-07,2,90,76,2,1785.24,0.0,0,0
2024-11-07,3,142,111,1,227.07,0.0,0,0
2024-11-07,4,93,78,3,741.31,0.0,0,0
2024-11-07,5,121,103,3,770.85,0.0,0,0
2024-11-07,6,0,0,5,1236.62,0.0,0,0
2024-11-07,7,145,122,2,483.37,0.0,0,0
2024-11-08,1,268,220,5,3380.28,0.0,0,0
2024-11-08,2,157,127,4,844.38,0.0,0,0
2024-11-08,3,134,108,1,585.33,0.0,0,0
2024-11-08,4,43,35,1,408.86,0.0,0,0
2024-11-08,5,17,13,0,0.0,0.0,0,0
2024-11-08,6,0,0,5,1290.55,0.0,0,0
2024-11-08,7,14,11,0,0.0,0.0,0,0
2024-11-09,1,287,244,5,1926.73,0.0,0,0
2024-11-09,2,133,106,3,981.11,0.0,0,0
2024-11-09,3,144,120,1,905.88,0.0,0,0
2024-11-09,4,130,105,5,2252.97,0.0,0,0
2024-11-09,5,17,14,0,0.0,0.0,0,0
2024-11-09,6,0,0,7,4473.44,0.0,0,0
2024-11-09,7,70,58,1,380.9,0.0,0,0
2024-11-10,1,63,50,0,0.0,0.0,0,0
2024-11-10,2,64,50,1,344.44,0.0,0,0
2024-11-10,3,12,9,0,0.0,0.0,0,0
2024-11-10,4,44,34,1,199.61,0.0,0,0
2024-11-10,5,17,13,0,0.0,0.0,0,0
2024-11-10,6,0,0,5,1567.8,0.0,0,0
2024-11-10,7,14,11,0,0.0,0.0,0,0
2024-11-11,1,290,243,5,1341.81,0.0,0,0
2024-11-11,2,133,112,3,895.17,0.0,0,0
2024-11-11,3,11,8,0,0.0,0.0,0,0
2024-11-11,4,62,51,2,409.68,0.0,0,0
2024-11-11,5,157,123,5,3006.38,0.0,0,0
2024-11-11,6,0,0,6,3114.83,0.0,0,0
2024-11-11,7,75,62,1,503.02,0.0,0,0
